Code CIS;codeEvnt;Date Evnt;Date Echéance;remTerme Evnt;EvntMar
65912117;33;26/06/2020;;Changement de statut;archivé
65917712;33;26/05/2020;;Changement de statut;archivé
65921479;46;09/12/2009;;Statut actif;statut actif
65922428;59;27/06/2014;;Changement de procédure;changement de procédure
65923640;46;01/12/1993;;Statut actif;statut actif
65928057;33;23/12/2019;;Changement de statut;archivé
65933346;59;13/08/2010;;Changement de procédure;changement de procédure
65935062;46;24/12/2020;;Statut actif;statut actif
65938724;33;26/01/2022;;Changement de statut;archivé
65943479;46;28/03/1997;;Statut actif;statut actif
65954835;33;31/08/2018;;Changement de statut;archivé
65958869;46;03/06/1994;;Statut actif;statut actif
65959743;33;24/02/2022;;Changement de statut;archivé
65963599;46;01/09/1983;;Statut actif;statut actif
65967124;46;25/07/2000;;Statut actif;statut actif
65969730;59;07/07/2011;;Changement de procédure;changement de procédure
65973294;46;31/12/1997;;Statut actif;statut actif
65979518;46;15/12/1997;;Statut actif;statut actif
65980246;2;18/08/1987;;Changement de statut;actif
65980246;38;16/12/1986;;Changement de statut;suspension
65980246;46;28/08/1996;;Statut actif;statut actif
65981679;59;27/06/2014;;Changement de procédure;changement de procédure
65984903;33;09/11/2022;;Changement de statut;archivé
66001124;46;08/12/1997;;Statut actif;statut actif
66004031;59;28/05/2015;;Changement de procédure;changement de procédure
66007465;33;16/07/2021;;Changement de statut;archivé
66008962;33;02/06/2020;;Changement de statut;archivé
66015693;59;15/04/2015;;Changement de procédure;changement de procédure
66024532;33;09/04/2018;;Changement de statut;archivé
66024532;46;02/09/1998;;Statut actif;statut actif
66029390;46;05/02/1990;;Statut actif;statut actif
66031320;33;23/06/2020;;Changement de statut;archivé
66032721;59;21/04/2010;;Changement de procédure;changement de procédure
66035913;33;02/04/2019;;Changement de statut;archivé
66043963;59;17/12/2008;;Changement de procédure;changement de procédure
66047164;46;29/01/1992;;Statut actif;statut actif
66063364;46;08/04/1991;;Statut actif;statut actif
66073305;33;22/02/2021;;Changement de statut;archivé
66077168;33;15/04/2019;;Changement de statut;archivé
66077168;46;22/07/1982;;Statut actif;statut actif
66077225;33;22/02/2021;;Changement de statut;archivé
66078195;46;24/10/2001;;Statut actif;statut actif
66081953;46;05/12/1997;;Statut actif;statut actif
66085108;46;11/02/1997;;Statut actif;statut actif
66085510;46;15/07/1996;;Statut actif;statut actif
66086808;46;03/07/1989;;Statut actif;statut actif
66090799;46;06/05/1986;;Statut actif;statut actif
66095942;46;30/09/1992;;Statut actif;statut actif
66105226;33;25/01/2021;;Changement de statut;archivé
66105817;33;10/08/2020;;Changement de statut;archivé
66109317;46;10/12/1997;;Statut actif;statut actif
66113600;46;21/03/1983;;Statut actif;statut actif
66122193;46;11/05/1998;;Statut actif;statut actif
66124970;59;27/02/2012;;Changement de procédure;changement de procédure
66132216;46;07/09/1995;;Statut actif;statut actif
66138621;33;26/08/2019;;Changement de statut;archivé
66139723;46;31/12/1997;;Statut actif;statut actif
66153192;46;20/06/1986;;Statut actif;statut actif
66155948;46;26/12/1997;;Statut actif;statut actif
66160774;33;12/11/2018;;Changement de statut;archivé
66169741;33;07/09/2021;;Changement de statut;archivé
66170633;33;04/07/2022;;Changement de statut;archivé
66179664;46;22/07/1992;;Statut actif;statut actif
66182379;46;25/02/1997;;Statut actif;statut actif
66187216;33;21/02/2018;;Changement de statut;archivé
66187789;46;10/12/1997;;Statut actif;statut actif
66189815;33;09/11/2022;;Changement de statut;archivé
66204021;46;29/11/1990;;Statut actif;statut actif
66205536;46;22/10/1986;;Statut actif;statut actif
66209851;33;21/06/2018;;Changement de statut;archivé
66221405;2;04/05/2010;;Changement de statut;actif
66221405;38;29/09/2009;29/09/2010;Changement de statut;suspension
66223751;33;16/12/2019;;Changement de statut;archivé
66226772;46;11/04/1997;;Statut actif;statut actif
66238671;46;22/02/1990;;Statut actif;statut actif
66242602;46;27/01/1997;;Statut actif;statut actif
66257579;33;16/07/2021;;Changement de statut;archivé
66261549;46;12/12/1997;;Statut actif;statut actif
66265330;46;12/03/1998;;Statut actif;statut actif
66271415;33;11/02/2020;;Changement de statut;archivé
66282874;46;19/09/2012;;Statut actif;statut actif
66285258;74;26/12/2020;;Changement de statut;archivé
66288382;33;11/08/2020;;Changement de statut;archivé
66293778;33;08/10/2021;;Changement de statut;archivé
66293778;38;17/02/2021;;Changement de statut;suspension
66303368;46;26/12/1996;;Statut actif;statut actif
66303560;46;06/05/1988;;Statut actif;statut actif
66314749;33;08/01/2021;;Changement de statut;archivé
66315986;33;21/06/2022;;Changement de statut;archivé
66317179;33;22/10/2021;;Changement de statut;archivé
66317873;33;05/12/2022;;Changement de statut;archivé
66317916;33;14/10/2021;;Changement de statut;archivé
66318480;33;12/06/2020;;Changement de statut;archivé
66322048;46;18/11/1997;;Statut actif;statut actif
66327091;33;14/02/2022;;Changement de statut;archivé
66328243;33;09/11/2022;;Changement de statut;archivé
66329306;33;29/10/2019;;Changement de statut;archivé
66330098;46;09/03/1998;;Statut actif;statut actif
66333404;38;17/02/2021;;Changement de statut;suspension
66334552;33;06/07/2021;;Changement de statut;archivé
66347329;46;13/02/1996;;Statut actif;statut actif
66351950;33;09/04/2021;;Changement de statut;archivé
66356036;33;06/05/2021;;Changement de statut;archivé
66358546;46;26/09/1990;;Statut actif;statut actif
66359096;33;17/05/2021;;Changement de statut;archivé
66362637;46;18/04/1995;;Statut actif;statut actif
66364570;33;06/01/2021;;Changement de statut;archivé
66380934;33;13/07/2022;;Changement de statut;archivé
66383389;46;03/09/1997;;Statut actif;statut actif
66388308;74;16/01/2021;;Changement de statut;archivé
66391261;33;26/03/2021;;Changement de statut;archivé
66398010;74;05/06/2021;;Changement de statut;archivé
66399379;33;21/06/2022;;Changement de statut;archivé
66400454;46;09/12/1993;;Statut actif;statut actif
66404004;46;17/04/1991;;Statut actif;statut actif
66407363;74;31/12/2020;;Changement de statut;archivé
66409656;33;19/10/2020;;Changement de statut;archivé
66410968;33;28/09/2021;;Changement de statut;archivé
66410968;46;22/08/1990;;Statut actif;statut actif
66415164;33;01/04/2010;;Changement de statut;archivé
66415164;64;15/04/2010;;Changement de statut;actif
66416978;33;02/03/2021;;Changement de statut;archivé
66417119;46;11/07/1995;;Statut actif;statut actif
66418833;33;18/06/2020;;Changement de statut;archivé
66418833;64;16/10/2020;;Changement de statut;actif
66426495;46;09/12/1993;;Statut actif;statut actif
66429153;33;21/12/2021;;Changement de statut;archivé
66429947;33;01/01/2021;;Changement de statut;archivé
66430942;59;17/11/2011;;Changement de procédure;changement de procédure
66441419;46;06/05/1988;;Statut actif;statut actif
66442955;46;29/01/1998;;Statut actif;statut actif
66443911;46;28/08/1996;;Statut actif;statut actif
66463077;33;02/03/2021;;Changement de statut;archivé
66463134;33;18/06/2020;;Changement de statut;archivé
66471946;46;07/08/2020;;Statut actif;statut actif
66473178;46;08/12/1997;;Statut actif;statut actif
66473203;33;09/11/2022;;Changement de statut;archivé
66477041;33;17/05/2018;;Changement de statut;archivé
66487256;33;14/12/2021;;Changement de statut;archivé
66487256;46;06/08/1996;;Statut actif;statut actif
66488073;59;03/12/2021;;Changement de procédure;changement de procédure
66500821;33;01/01/2021;;Changement de statut;archivé
66511091;33;23/06/2021;;Changement de statut;archivé
66511376;46;23/12/1996;;Statut actif;statut actif
66511789;2;17/01/2017;;Changement de statut;actif
66511789;38;19/07/2016;;Changement de statut;suspension
66511789;38;22/09/2016;;Changement de statut;suspension
66514397;46;10/12/1991;;Statut actif;statut actif
66516206;33;14/10/2019;;Changement de statut;archivé
66517653;38;15/01/2018;;Changement de statut;suspension
66518292;46;04/12/1997;;Statut actif;statut actif
66522013;2;21/08/2015;;Changement de statut;actif
66522013;2;27/12/2016;;Changement de statut;actif
66522013;38;18/12/2014;;Changement de statut;suspension
66522013;38;19/07/2016;;Changement de statut;suspension
66522013;38;22/09/2016;;Changement de statut;suspension
66534880;59;17/01/2011;;Changement de procédure;changement de procédure
66535345;33;17/04/2020;;Changement de statut;archivé
66538626;33;19/10/2020;;Changement de statut;archivé
66539322;33;09/06/2022;;Changement de statut;archivé
66545186;59;03/02/2006;;Changement de procédure;changement de procédure
66553119;33;22/10/2021;;Changement de statut;archivé
66567236;46;17/02/1998;;Statut actif;statut actif
66577967;46;21/03/1996;;Statut actif;statut actif
66580760;33;11/01/2021;;Changement de statut;archivé
66586731;46;06/08/1996;;Statut actif;statut actif
66596800;33;19/05/2022;;Changement de statut;archivé
66597083;46;30/09/1996;;Statut actif;statut actif
66613299;46;19/05/1982;;Statut actif;statut actif
66615396;33;28/01/2020;;Changement de statut;archivé
66615713;46;27/07/1988;;Statut actif;statut actif
66631817;46;26/06/1989;;Statut actif;statut actif
66633017;46;25/11/1996;;Statut actif;statut actif
66654513;33;13/08/2019;;Changement de statut;archivé
66654513;74;01/06/2021;;Changement de statut;archivé
66660758;33;23/12/2019;;Changement de statut;archivé
66663448;33;22/04/2021;;Changement de statut;archivé
66663448;64;06/05/2021;;Changement de statut;actif
66664685;46;10/12/1997;;Statut actif;statut actif
66674188;46;31/03/2016;;Statut actif;statut actif
66676755;46;25/02/1997;;Statut actif;statut actif
66679160;46;26/12/1997;;Statut actif;statut actif
66685697;33;25/01/2022;;Changement de statut;archivé
66692535;33;23/03/2021;;Changement de statut;archivé
66698260;33;28/02/2021;;Changement de statut;archivé
66700359;46;25/02/1997;;Statut actif;statut actif
66701169;59;03/04/2020;;Changement de procédure;changement de procédure
66701614;33;11/08/2020;;Changement de statut;archivé
66703316;33;09/01/2019;;Changement de statut;archivé
66703316;46;03/07/1989;;Statut actif;statut actif
66703316;64;05/02/2019;;Changement de statut;actif
66703729;33;02/07/2021;;Changement de statut;archivé
66705623;46;07/07/1997;;Statut actif;statut actif
66709963;33;30/11/2022;;Changement de statut;archivé
66720454;46;23/01/1997;;Statut actif;statut actif
66721022;33;29/03/2022;;Changement de statut;archivé
66725120;46;13/11/1991;;Statut actif;statut actif
66737795;59;07/07/2006;;Changement de procédure;changement de procédure
66737795;59;21/04/2008;;Changement de procédure;changement de procédure
66741822;46;17/05/2019;;Statut actif;statut actif
66745607;46;22/07/1992;;Statut actif;statut actif
66751955;59;12/08/2009;;Changement de procédure;changement de procédure
66768488;46;21/08/1991;;Statut actif;statut actif
66769394;46;12/12/1995;;Statut actif;statut actif
66770973;46;08/12/1997;;Statut actif;statut actif
66774427;59;12/10/2009;;Changement de procédure;changement de procédure
66782153;46;07/07/1997;;Statut actif;statut actif
66787499;46;25/11/1991;;Statut actif;statut actif
66792069;46;30/12/1997;;Statut actif;statut actif
66794860;33;20/12/2022;;Changement de statut;archivé
66796142;46;06/05/1988;;Statut actif;statut actif
66797785;59;05/06/2008;;Changement de procédure;changement de procédure
66800719;46;29/12/1997;;Statut actif;statut actif
66801066;46;22/10/1986;;Statut actif;statut actif
66801493;33;19/01/2022;;Changement de statut;archivé
66805883;59;11/04/2014;;Changement de procédure;changement de procédure
66813008;33;03/03/2021;;Changement de statut;archivé
66814925;46;05/04/1989;;Statut actif;statut actif
66819413;33;09/06/2020;;Changement de statut;archivé
66819413;46;04/12/1995;;Statut actif;statut actif
66822982;33;29/10/2019;;Changement de statut;archivé
66824638;46;14/10/1997;;Statut actif;statut actif
66842675;59;05/11/2009;;Changement de procédure;changement de procédure
66846645;38;15/01/2018;;Changement de statut;suspension
66847302;33;03/11/2020;;Changement de statut;archivé
66847302;59;09/01/2012;;Changement de procédure;changement de procédure
66853013;59;20/01/2014;;Changement de procédure;changement de procédure
66856803;46;20/09/1996;;Statut actif;statut actif
66858850;33;08/02/2021;;Changement de statut;archivé
66863107;46;04/12/1997;;Statut actif;statut actif
66864369;33;23/11/2021;;Changement de statut;archivé
66866548;33;11/02/2020;;Changement de statut;archivé
66866548;38;17/01/2020;;Changement de statut;suspension
66870226;46;17/11/2011;;Statut actif;statut actif
66870692;2;21/08/2015;;Changement de statut;actif
66870692;38;18/12/2014;;Changement de statut;suspension
66871876;46;25/11/1991;;Statut actif;statut actif
66873973;59;24/09/2018;;Changement de procédure;changement de procédure
66877523;33;25/03/2021;;Changement de statut;archivé
66895806;59;01/07/2015;;Changement de procédure;changement de procédure
66914174;33;07/09/2021;;Changement de statut;archivé
66920120;33;08/04/2022;;Changement de statut;archivé
66929144;46;15/04/1996;;Statut actif;statut actif
66931921;46;10/06/1987;;Statut actif;statut actif
66938150;46;06/08/1996;;Statut actif;statut actif
66943254;46;31/12/1997;;Statut actif;statut actif
66950291;59;07/07/2011;;Changement de procédure;changement de procédure
66964519;33;17/04/2020;;Changement de statut;archivé
66972245;46;19/01/1998;;Statut actif;statut actif
66973728;74;30/04/2022;;Changement de statut;archivé
66977349;46;20/06/1986;;Statut actif;statut actif
66978508;33;13/08/2019;;Changement de statut;archivé
66978508;74;12/01/2021;;Changement de statut;archivé
66993780;33;01/01/2021;;Changement de statut;archivé
66997501;46;06/05/1988;;Statut actif;statut actif
66998037;33;23/12/2019;;Changement de statut;archivé
66999185;33;26/01/2018;;Changement de statut;archivé
67010731;59;02/06/2017;;Changement de procédure;changement de procédure
67013510;46;10/01/1989;;Statut actif;statut actif
67013695;46;01/03/2018;;Statut actif;statut actif
67014879;33;07/09/2021;;Changement de statut;archivé
67020138;46;10/04/1997;;Statut actif;statut actif
67021375;33;27/02/2019;;Changement de statut;archivé
67024930;2;16/02/2016;;Changement de statut;actif
67024930;38;18/12/2014;;Changement de statut;suspension
67025142;46;23/01/1997;;Statut actif;statut actif
67025669;46;06/05/1996;;Statut actif;statut actif
67034465;33;17/01/2022;;Changement de statut;archivé
67035485;33;08/07/2021;;Changement de statut;archivé
67035485;46;07/02/1992;;Statut actif;statut actif
67037301;59;19/05/2006;;Changement de procédure;changement de procédure
67040450;59;21/01/2005;;Changement de procédure;changement de procédure
67042889;46;07/09/2015;;Statut actif;statut actif
67051009;33;15/01/2020;;Changement de statut;archivé
67052926;46;10/11/1989;;Statut actif;statut actif
67056159;46;05/01/1996;;Statut actif;statut actif
67064661;46;02/09/1992;;Statut actif;statut actif
67066573;46;12/06/1996;;Statut actif;statut actif
67077388;2;31/08/2004;;Changement de statut;actif
67077388;38;11/12/1998;11/12/1999;Changement de statut;suspension
67088979;33;25/01/2022;;Changement de statut;archivé
67091911;46;03/09/1997;;Statut actif;statut actif
67094626;33;27/11/2020;;Changement de statut;archivé
67103203;59;31/08/2012;;Changement de procédure;changement de procédure
67103299;46;17/06/1987;;Statut actif;statut actif
67104999;46;02/05/1997;;Statut actif;statut actif
67117128;46;27/07/1988;;Statut actif;statut actif
67119257;46;29/01/1998;;Statut actif;statut actif
67124724;46;31/03/1992;;Statut actif;statut actif
67126561;59;25/08/2015;;Changement de procédure;changement de procédure
67128459;33;26/10/2020;;Changement de statut;archivé
67133883;74;28/09/2021;;Changement de statut;archivé
67140810;46;22/03/1983;;Statut actif;statut actif
67140810;59;07/10/2016;;Changement de procédure;changement de procédure
67143532;59;09/09/2011;;Changement de procédure;changement de procédure
67146044;33;05/11/2020;;Changement de statut;archivé
67147922;59;03/11/2016;;Changement de procédure;changement de procédure
67151899;46;30/07/1985;;Statut actif;statut actif
67162059;59;25/08/2015;;Changement de procédure;changement de procédure
67167017;71;23/10/2008;;Changement de statut;actif
67173618;46;18/12/1997;;Statut actif;statut actif
67177709;46;29/02/1996;;Statut actif;statut actif
67180783;33;21/06/2022;;Changement de statut;archivé
67194943;59;27/06/2014;;Changement de procédure;changement de procédure
67199506;59;20/09/2006;;Changement de procédure;changement de procédure
67201409;33;06/05/2021;;Changement de statut;archivé
67202735;46;18/11/1997;;Statut actif;statut actif
67204533;33;17/10/2019;;Changement de statut;archivé
67208161;46;01/07/1987;;Statut actif;statut actif
67210447;33;01/08/2022;;Changement de statut;archivé
67212035;46;12/02/1996;;Statut actif;statut actif
67216628;33;12/04/2022;;Changement de statut;archivé
67218579;46;02/07/1996;;Statut actif;statut actif
67220669;46;17/04/2014;;Statut actif;statut actif
67221632;33;08/06/2021;;Changement de statut;archivé
67221632;46;06/05/1996;;Statut actif;statut actif
67222606;33;27/02/2019;;Changement de statut;archivé
67224404;74;31/12/2020;;Changement de statut;archivé
67225100;46;09/10/1996;;Statut actif;statut actif
67228541;59;30/01/2007;;Changement de procédure;changement de procédure
67231270;46;16/12/1997;;Statut actif;statut actif
67234658;59;01/07/2009;;Changement de procédure;changement de procédure
67236577;46;27/09/1982;;Statut actif;statut actif
67236577;74;05/01/2021;;Changement de statut;archivé
67244289;33;23/05/2018;;Changement de statut;archivé
67245163;33;02/11/2020;;Changement de statut;archivé
67250203;46;30/01/1998;;Statut actif;statut actif
67253128;46;23/11/2018;;Statut actif;statut actif
67255378;33;14/10/2020;;Changement de statut;archivé
67255976;2;22/06/2011;;Changement de statut;actif
67255976;38;15/12/2010;15/12/2011;Changement de statut;suspension
67266556;33;12/02/2020;;Changement de statut;archivé
67275338;33;11/02/2020;;Changement de statut;archivé
67276995;33;24/11/2009;;Changement de statut;archivé
67276995;59;06/06/2006;;Changement de procédure;changement de procédure
67276995;64;25/01/2010;;Changement de statut;actif
67282578;46;23/12/1996;;Statut actif;statut actif
67286345;2;16/02/2016;;Changement de statut;actif
67286345;38;18/12/2014;;Changement de statut;suspension
67287707;33;26/06/2020;;Changement de statut;archivé
67297078;46;03/09/1997;;Statut actif;statut actif
67297263;46;14/06/1999;;Statut actif;statut actif
67298504;59;17/12/2008;;Changement de procédure;changement de procédure
67306591;74;12/02/2021;;Changement de statut;archivé
67312740;46;25/02/1997;;Statut actif;statut actif
67313600;33;29/11/2021;;Changement de statut;archivé
67313600;46;31/12/1997;;Statut actif;statut actif
67326619;59;20/05/2009;;Changement de procédure;changement de procédure
67326964;33;19/11/2019;;Changement de statut;archivé
67332173;33;29/10/2019;;Changement de statut;archivé
67338728;46;13/11/1991;;Statut actif;statut actif
67340437;33;01/01/2021;;Changement de statut;archivé
67348996;46;01/10/1990;;Statut actif;statut actif
67353712;46;16/12/1997;;Statut actif;statut actif
67353986;59;31/05/2012;;Changement de procédure;changement de procédure
67368301;46;03/07/1989;;Statut actif;statut actif
67376038;46;20/05/1992;;Statut actif;statut actif
67381537;46;06/05/1996;;Statut actif;statut actif
67390664;59;10/12/2004;;Changement de procédure;changement de procédure
67396382;59;12/05/2011;;Changement de procédure;changement de procédure
67396934;59;20/03/2006;;Changement de procédure;changement de procédure
67403631;74;21/01/2022;;Changement de statut;archivé
67407099;46;30/10/1996;;Statut actif;statut actif
67408144;46;27/07/1988;;Statut actif;statut actif
67410412;46;17/12/1997;;Statut actif;statut actif
67421017;33;11/08/2021;;Changement de statut;archivé
67421960;33;29/05/2018;;Changement de statut;archivé
67423712;33;25/02/2019;;Changement de statut;archivé
67426893;74;15/04/2022;;Changement de statut;archivé
67427632;33;02/07/2021;;Changement de statut;archivé
67429811;33;19/12/2022;;Changement de statut;archivé
67433083;2;09/07/2015;;Changement de statut;actif
67433083;38;18/12/2014;;Changement de statut;suspension
67434235;46;26/12/1996;;Statut actif;statut actif
67437110;46;19/10/1989;;Statut actif;statut actif
67443608;33;15/09/2022;;Changement de statut;archivé
67452913;46;17/06/1987;;Statut actif;statut actif
67457433;33;02/07/2021;;Changement de statut;archivé
67464342;59;02/06/2017;;Changement de procédure;changement de procédure
67469962;33;27/02/2019;;Changement de statut;archivé
67470053;33;18/06/2020;;Changement de statut;archivé
67472606;70;07/08/2018;;Changement de statut;archivé (administratif)
67477165;46;27/07/1994;;Statut actif;statut actif
67489979;33;06/02/2020;;Changement de statut;archivé
67499763;46;31/12/1997;;Statut actif;statut actif
67500468;46;08/12/1997;;Statut actif;statut actif
67504185;33;29/03/2022;;Changement de statut;archivé
67506453;33;04/07/2019;;Changement de statut;archivé
67508326;33;26/01/2022;;Changement de statut;archivé
67516508;33;06/01/2020;;Changement de statut;archivé
67517909;33;20/12/2022;;Changement de statut;archivé
67517948;33;28/01/2020;;Changement de statut;archivé
67519027;59;29/06/2017;;Changement de procédure;changement de procédure
67522429;33;31/08/2018;;Changement de statut;archivé
67527650;46;28/03/1995;;Statut actif;statut actif
67532238;33;06/08/2020;;Changement de statut;archivé
67535309;74;20/01/2023;;Changement de statut;archivé
67537203;46;28/10/1987;;Statut actif;statut actif
67547090;46;21/03/1996;;Statut actif;statut actif
67550446;33;31/03/2019;;Changement de statut;archivé
67553944;46;28/02/1997;;Statut actif;statut actif
67559559;46;21/03/1983;;Statut actif;statut actif
67560860;59;02/10/2012;;Changement de procédure;changement de procédure
67563415;46;28/09/1989;;Statut actif;statut actif
67577233;59;20/09/2011;;Changement de procédure;changement de procédure
67580464;33;11/02/2021;;Changement de statut;archivé
67580464;46;24/06/1996;;Statut actif;statut actif
67582091;33;11/08/2020;;Changement de statut;archivé
67584249;38;08/09/2022;;Changement de statut;suspension
67585504;46;26/11/1995;;Statut actif;statut actif
67587398;33;06/02/2020;;Changement de statut;archivé
67587398;74;01/08/2021;;Changement de statut;archivé
67588906;46;29/02/1996;;Statut actif;statut actif
67589926;2;24/07/2015;;Changement de statut;actif
67589926;38;18/12/2014;;Changement de statut;suspension
67591507;46;01/04/1996;;Statut actif;statut actif
67592694;59;13/01/2015;;Changement de procédure;changement de procédure
67600995;33;16/09/2019;;Changement de statut;archivé
67623734;46;01/10/1986;;Statut actif;statut actif
67624035;59;08/09/2006;;Changement de procédure;changement de procédure
67627992;46;19/06/1995;;Statut actif;statut actif
67633746;33;22/06/2018;;Changement de statut;archivé
67638519;46;03/02/1998;;Statut actif;statut actif
67639553;46;04/03/1998;;Statut actif;statut actif
67642460;33;13/04/2021;;Changement de statut;archivé
67643224;2;09/07/2015;;Changement de statut;actif
67643224;38;18/12/2014;;Changement de statut;suspension
67644148;46;07/07/1997;;Statut actif;statut actif
67654911;46;06/04/1998;;Statut actif;statut actif
67656556;33;19/07/2022;;Changement de statut;archivé
67657462;33;11/02/2021;;Changement de statut;archivé
67658226;46;20/12/1988;;Statut actif;statut actif
67658589;33;14/02/2012;;Changement de statut;archivé
67658589;46;09/10/2020;;Statut actif;statut actif
67667652;33;26/01/2022;;Changement de statut;archivé
67670627;46;09/09/2020;;Statut actif;statut actif
67679220;46;29/02/1996;;Statut actif;statut actif
67680190;59;25/11/2015;;Changement de procédure;changement de procédure
67681303;46;05/12/1988;;Statut actif;statut actif
67690537;46;10/06/2021;;Statut actif;statut actif
67698943;46;19/04/2016;;Statut actif;statut actif
67703803;46;06/10/1987;;Statut actif;statut actif
67705779;46;13/12/1989;;Statut actif;statut actif
67707794;46;22/03/1983;;Statut actif;statut actif
67709496;59;29/01/2008;;Changement de procédure;changement de procédure
67718545;59;09/12/2022;;Changement de procédure;changement de procédure
67719775;46;11/07/2016;;Statut actif;statut actif
67730914;46;28/09/1988;;Statut actif;statut actif
67734528;46;08/12/1993;;Statut actif;statut actif
67739354;33;11/02/2022;;Changement de statut;archivé
67740837;33;23/12/2019;;Changement de statut;archivé
67750518;33;14/06/2022;;Changement de statut;archivé
67752024;59;25/05/2020;;Changement de procédure;changement de procédure
67753717;59;02/06/2017;;Changement de procédure;changement de procédure
67754057;33;31/12/2021;;Changement de statut;archivé
67756752;46;02/09/1992;;Statut actif;statut actif
67757060;46;02/06/1997;;Statut actif;statut actif
67759759;74;10/07/2022;;Changement de statut;archivé
67770321;33;25/01/2022;;Changement de statut;archivé
67777668;46;05/07/2019;;Statut actif;statut actif
67780454;46;30/10/1995;;Statut actif;statut actif
67782430;46;28/01/1997;;Statut actif;statut actif
67785202;46;29/11/1990;;Statut actif;statut actif
67806034;46;22/08/1990;;Statut actif;statut actif
67813947;59;09/07/2010;;Changement de procédure;changement de procédure
67816854;33;19/10/2020;;Changement de statut;archivé
67819081;46;01/12/1995;;Statut actif;statut actif
67821132;33;30/11/2021;;Changement de statut;archivé
67821367;33;15/03/2021;;Changement de statut;archivé
67828290;33;12/10/2022;;Changement de statut;archivé
67831952;46;14/12/1995;;Statut actif;statut actif
67838085;2;26/10/2017;;Changement de statut;actif
67838085;38;03/05/2017;;Changement de statut;suspension
67838085;38;04/08/2017;;Changement de statut;suspension
67839657;33;28/09/2020;;Changement de statut;archivé
67851645;46;06/12/1990;;Statut actif;statut actif
67858369;59;31/10/2006;;Changement de procédure;changement de procédure
67866654;74;17/05/2021;;Changement de statut;archivé
67872002;33;08/10/2021;;Changement de statut;archivé
67872002;38;17/02/2021;;Changement de statut;suspension
67872828;33;12/02/2020;;Changement de statut;archivé
67873780;59;04/03/2013;;Changement de procédure;changement de procédure
67876869;46;26/07/1982;;Statut actif;statut actif
67876901;46;15/05/1991;;Statut actif;statut actif
67885537;33;25/02/2019;;Changement de statut;archivé
67885537;46;10/12/1997;;Statut actif;statut actif
67890598;46;27/07/1988;;Statut actif;statut actif
67890616;46;22/08/1990;;Statut actif;statut actif
67892841;46;19/12/2017;;Statut actif;statut actif
67898381;59;06/05/2004;;Changement de procédure;changement de procédure
67900409;46;10/01/1989;;Statut actif;statut actif
67904304;46;29/06/1995;;Statut actif;statut actif
67908039;46;27/06/2019;;Statut actif;statut actif
67911715;33;19/12/2022;;Changement de statut;archivé
67917134;46;15/09/1999;;Statut actif;statut actif
67917629;46;27/10/1992;;Statut actif;statut actif
67921759;33;20/03/2019;;Changement de statut;archivé
67923265;46;19/05/1982;;Statut actif;statut actif
67923589;46;21/03/1983;;Statut actif;statut actif
67924890;33;01/01/2021;;Changement de statut;archivé
67924965;46;21/10/1991;;Statut actif;statut actif
67928013;33;11/01/2021;;Changement de statut;archivé
67934219;33;19/12/2022;;Changement de statut;archivé
67937133;33;23/09/2020;;Changement de statut;archivé
67938491;46;10/08/1993;;Statut actif;statut actif
67939789;46;14/11/1988;;Statut actif;statut actif
67940065;46;08/12/1997;;Statut actif;statut actif
67941758;38;03/10/2022;;Changement de statut;suspension
67947501;46;13/10/2016;;Statut actif;statut actif
67956742;46;27/07/1988;;Statut actif;statut actif
67959261;46;22/10/1986;;Statut actif;statut actif
67961853;46;15/09/1999;;Statut actif;statut actif
67961885;46;02/05/1997;;Statut actif;statut actif
67972376;33;01/04/2019;;Changement de statut;archivé
67976855;46;01/10/1997;;Statut actif;statut actif
67983159;33;20/05/2021;;Changement de statut;archivé
