Code CIS;codeEvnt;Date Evnt;Date Echéance;remTerme Evnt;EvntMar
61917063;46;20/02/1989;;Statut actif;statut actif
61921510;46;01/09/1983;;Statut actif;statut actif
61924481;46;30/04/1990;;Statut actif;statut actif
61926144;33;10/08/2021;;Changement de statut;archivé
61926913;46;21/03/1983;;Statut actif;statut actif
61937233;59;02/06/2017;;Changement de procédure;changement de procédure
61938997;46;07/09/1995;;Statut actif;statut actif
61939921;59;05/06/2013;;Changement de procédure;changement de procédure
61941057;59;19/05/2006;;Changement de procédure;changement de procédure
61941979;46;21/12/1994;;Statut actif;statut actif
61944313;46;23/09/1991;;Statut actif;statut actif
61947423;59;19/10/2005;;Changement de procédure;changement de procédure
61951635;46;16/12/2020;;Statut actif;statut actif
61956187;33;04/07/2022;;Changement de statut;archivé
61958925;46;10/06/1987;;Statut actif;statut actif
61959781;46;25/11/1991;;Statut actif;statut actif
61961476;33;13/08/1996;;Changement de statut;archivé
61961476;46;02/06/1997;;Statut actif;statut actif
61962852;46;27/07/1988;;Statut actif;statut actif
61966263;33;01/01/2021;;Changement de statut;archivé
61971381;46;10/04/1997;;Statut actif;statut actif
61972227;74;25/06/2022;;Changement de statut;archivé
61974317;46;30/12/1991;;Statut actif;statut actif
61977014;46;29/11/1988;;Statut actif;statut actif
61983743;59;21/04/2010;;Changement de procédure;changement de procédure
61989408;46;11/02/1997;;Statut actif;statut actif
61989753;46;09/10/1996;;Statut actif;statut actif
61989753;74;31/12/2020;;Changement de statut;archivé
61991793;33;04/04/2019;;Changement de statut;archivé
61993698;46;06/12/1990;;Statut actif;statut actif
61997052;46;02/06/1997;;Statut actif;statut actif
62000861;46;26/09/1988;;Statut actif;statut actif
62001632;46;10/12/1997;;Statut actif;statut actif
62003590;2;23/08/2013;;Changement de statut;actif
62003590;38;21/05/2013;;Changement de statut;suspension
62007966;70;26/10/2007;;Changement de statut;archivé (administratif)
62007966;71;23/10/2008;;Changement de statut;actif
62013232;33;01/01/2021;;Changement de statut;archivé
62013296;46;05/02/1998;;Statut actif;statut actif
62026233;33;28/04/2022;;Changement de statut;archivé
62028152;46;05/12/1996;;Statut actif;statut actif
62040674;46;12/12/1997;;Statut actif;statut actif
62056326;33;09/11/2022;;Changement de statut;archivé
62056600;33;22/02/2021;;Changement de statut;archivé
62057517;46;22/01/1991;;Statut actif;statut actif
62062343;59;28/03/2011;;Changement de procédure;changement de procédure
62067340;46;31/12/1997;;Statut actif;statut actif
62082004;46;21/03/1983;;Statut actif;statut actif
62101141;33;11/07/2019;;Changement de statut;archivé
62102962;59;11/12/2007;;Changement de procédure;changement de procédure
62108292;33;27/02/2019;;Changement de statut;archivé
62124478;46;31/03/1992;;Statut actif;statut actif
62125473;46;25/09/1995;;Statut actif;statut actif
62133146;33;15/03/2022;;Changement de statut;archivé
62133146;46;14/11/1995;;Statut actif;statut actif
62139409;46;29/11/1990;;Statut actif;statut actif
62152762;33;05/12/2022;;Changement de statut;archivé
62153864;46;19/10/2009;;Statut actif;statut actif
62157019;46;28/06/1996;;Statut actif;statut actif
62159632;2;23/06/2017;;Changement de statut;actif
62159632;38;19/07/2016;;Changement de statut;suspension
62159632;38;22/09/2016;;Changement de statut;suspension
62163716;74;02/05/2022;;Changement de statut;archivé
62176877;74;30/10/2021;;Changement de statut;archivé
62184888;46;12/10/1988;;Statut actif;statut actif
62186241;46;01/02/1991;;Statut actif;statut actif
62187140;46;22/12/1986;;Statut actif;statut actif
62199609;2;14/10/2015;;Changement de statut;actif
62199609;2;27/12/2016;;Changement de statut;actif
62199609;38;18/12/2014;;Changement de statut;suspension
62199609;38;19/07/2016;;Changement de statut;suspension
62199609;38;22/09/2016;;Changement de statut;suspension
62200673;33;08/10/2021;;Changement de statut;archivé
62200673;38;17/02/2021;;Changement de statut;suspension
62202037;33;15/10/2021;;Changement de statut;archivé
62217480;33;13/06/2022;;Changement de statut;archivé
62220672;33;25/01/2022;;Changement de statut;archivé
62223316;46;08/12/1997;;Statut actif;statut actif
62228427;33;07/03/2022;;Changement de statut;archivé
62232169;46;30/12/1997;;Statut actif;statut actif
62233545;46;05/03/1998;;Statut actif;statut actif
62235247;46;15/05/1991;;Statut actif;statut actif
62236089;33;23/11/2021;;Changement de statut;archivé
62237643;46;26/09/1990;;Statut actif;statut actif
62237643;59;16/06/2017;;Changement de procédure;changement de procédure
62240810;74;30/01/2022;;Changement de statut;archivé
62243639;46;21/11/1997;;Statut actif;statut actif
62245483;46;27/07/1988;;Statut actif;statut actif
62246425;33;12/01/2018;;Changement de statut;archivé
62266004;46;05/03/1998;;Statut actif;statut actif
62271250;46;01/12/1995;;Statut actif;statut actif
62278056;59;04/12/2003;;Changement de procédure;changement de procédure
62280694;46;05/03/1998;;Statut actif;statut actif
62283270;59;17/12/2008;;Changement de procédure;changement de procédure
62285346;33;02/03/2021;;Changement de statut;archivé
62286010;46;02/11/1982;;Statut actif;statut actif
62289597;33;22/02/2021;;Changement de statut;archivé
62290489;33;08/09/2020;;Changement de statut;archivé
62291776;33;31/08/2018;;Changement de statut;archivé
62292020;33;24/04/2019;;Changement de statut;archivé
62298240;33;20/05/2021;;Changement de statut;archivé
62298240;46;26/01/1998;;Statut actif;statut actif
62302190;46;05/01/1996;;Statut actif;statut actif
62303214;59;27/02/2012;;Changement de procédure;changement de procédure
62305457;46;04/12/1997;;Statut actif;statut actif
62305927;46;17/01/1990;;Statut actif;statut actif
62316507;59;25/11/2008;;Changement de procédure;changement de procédure
62318935;59;06/01/2006;;Changement de procédure;changement de procédure
62325673;46;03/02/2020;;Statut actif;statut actif
62330898;46;22/04/1987;;Statut actif;statut actif
62338254;74;01/10/2021;;Changement de statut;archivé
62338553;2;21/08/2015;;Changement de statut;actif
62338553;2;27/12/2016;;Changement de statut;actif
62338553;38;18/12/2014;;Changement de statut;suspension
62338553;38;19/07/2016;;Changement de statut;suspension
62338553;38;22/09/2016;;Changement de statut;suspension
62340013;33;25/01/2021;;Changement de statut;archivé
62341282;33;01/08/2022;;Changement de statut;archivé
62344129;46;01/07/1987;;Statut actif;statut actif
62345035;46;29/07/1985;;Statut actif;statut actif
62345448;74;06/11/2021;;Changement de statut;archivé
62345640;59;19/03/2008;;Changement de procédure;changement de procédure
62349845;38;17/02/2021;;Changement de statut;suspension
62350438;46;02/05/1997;;Statut actif;statut actif
62350438;74;31/05/2022;;Changement de statut;archivé
62353270;33;19/09/2019;;Changement de statut;archivé
62358011;33;02/03/2020;;Changement de statut;archivé
62358794;33;12/05/2020;;Changement de statut;archivé
62358794;46;14/12/1995;;Statut actif;statut actif
62363802;46;29/09/1997;;Statut actif;statut actif
62364128;33;17/11/2020;;Changement de statut;archivé
62369506;33;23/11/2021;;Changement de statut;archivé
62373974;33;16/06/2022;;Changement de statut;archivé
62384376;33;01/12/2020;;Changement de statut;archivé
62387714;59;08/12/2011;;Changement de procédure;changement de procédure
62395294;33;27/09/2021;;Changement de statut;archivé
62402568;46;28/06/2019;;Statut actif;statut actif
62410472;46;25/09/1995;;Statut actif;statut actif
62415971;33;24/09/2021;;Changement de statut;archivé
62416105;46;27/07/1988;;Statut actif;statut actif
62417552;33;15/02/2022;;Changement de statut;archivé
62418088;33;15/03/2018;;Changement de statut;archivé
62421127;46;25/03/1993;;Statut actif;statut actif
62443305;33;11/05/2022;;Changement de statut;archivé
62444396;46;20/12/1990;;Statut actif;statut actif
62444574;46;10/12/1997;;Statut actif;statut actif
62448875;46;07/11/1994;;Statut actif;statut actif
62457244;33;29/09/2021;;Changement de statut;archivé
62457493;46;21/03/1997;;Statut actif;statut actif
62459156;46;27/09/1990;;Statut actif;statut actif
62459626;33;01/01/2021;;Changement de statut;archivé
62459793;46;07/06/1996;;Statut actif;statut actif
62474418;33;01/01/2021;;Changement de statut;archivé
62481430;59;25/05/2020;;Changement de procédure;changement de procédure
62481804;46;07/07/1997;;Statut actif;statut actif
62482112;74;24/10/2022;;Changement de statut;archivé
62484138;33;21/12/2022;;Changement de statut;archivé
62490835;46;30/10/1995;;Statut actif;statut actif
62494787;59;10/03/2008;;Changement de procédure;changement de procédure
62495939;46;28/09/1989;;Statut actif;statut actif
62498878;33;24/04/2019;;Changement de statut;archivé
62512491;46;13/05/1994;;Statut actif;statut actif
62516059;46;30/06/1997;;Statut actif;statut actif
62518793;59;20/06/2013;;Changement de procédure;changement de procédure
62519557;33;17/03/2022;;Changement de statut;archivé
62519799;46;15/02/1991;;Statut actif;statut actif
62521070;59;27/07/2021;;Changement de procédure;changement de procédure
62526651;56;25/03/2019;;Changement de statut;archivé
62530564;46;29/09/1997;;Statut actif;statut actif
62531470;33;23/11/2018;;Changement de statut;archivé
62533756;46;20/06/1986;;Statut actif;statut actif
62535885;2;16/09/2003;;Changement de statut;actif
62535885;33;15/02/2022;;Changement de statut;archivé
62535885;38;10/07/2002;10/07/2003;Changement de statut;suspension
62535885;46;02/06/1997;;Statut actif;statut actif
62537352;46;05/07/1996;;Statut actif;statut actif
62543825;46;28/05/1996;;Statut actif;statut actif
62545096;33;25/01/2022;;Changement de statut;archivé
62545178;46;19/01/1998;;Statut actif;statut actif
62551633;46;30/08/1991;;Statut actif;statut actif
62554177;46;20/01/1998;;Statut actif;statut actif
62555293;46;28/05/1996;;Statut actif;statut actif
62562672;46;21/03/1983;;Statut actif;statut actif
62562672;59;16/03/2017;;Changement de procédure;changement de procédure
62566877;33;17/01/2022;;Changement de statut;archivé
62568967;46;22/10/1986;;Statut actif;statut actif
62568967;74;01/01/2021;;Changement de statut;archivé
62570612;33;05/08/2022;;Changement de statut;archivé
62571671;46;17/06/1987;;Statut actif;statut actif
62572606;74;31/12/2021;;Changement de statut;archivé
62574315;46;12/11/2018;;Statut actif;statut actif
62581943;74;06/09/2022;;Changement de statut;archivé
62582187;33;20/07/2020;;Changement de statut;archivé
62582924;46;23/09/1996;;Statut actif;statut actif
62597431;46;09/03/1998;;Statut actif;statut actif
62600742;46;31/10/1996;;Statut actif;statut actif
62601470;46;11/02/2022;;Statut actif;statut actif
62606108;33;09/06/2022;;Changement de statut;archivé
62607530;46;22/03/1983;;Statut actif;statut actif
62607530;59;07/10/2016;;Changement de procédure;changement de procédure
62613273;33;19/05/2020;;Changement de statut;archivé
62613519;33;23/06/2021;;Changement de statut;archivé
62614400;46;29/09/1997;;Statut actif;statut actif
62615751;33;24/02/2022;;Changement de statut;archivé
62620809;33;08/04/2022;;Changement de statut;archivé
62622863;46;25/11/1991;;Statut actif;statut actif
62626477;33;16/02/2022;;Changement de statut;archivé
62632462;33;26/10/2020;;Changement de statut;archivé
62633436;46;17/04/1991;;Statut actif;statut actif
62635501;33;05/05/2022;;Changement de statut;archivé
62637445;33;05/10/2020;;Changement de statut;archivé
62637445;59;10/06/2008;;Changement de procédure;changement de procédure
62653061;46;30/12/1997;;Statut actif;statut actif
62664912;59;08/08/2007;;Changement de procédure;changement de procédure
62675015;46;01/04/1996;;Statut actif;statut actif
62678246;46;29/12/1997;;Statut actif;statut actif
62678755;59;17/12/2008;;Changement de procédure;changement de procédure
62684103;46;03/02/1997;;Statut actif;statut actif
62684893;33;01/06/2021;;Changement de statut;archivé
62684893;46;20/02/1998;;Statut actif;statut actif
62688571;33;19/12/2022;;Changement de statut;archivé
62688710;46;05/01/1996;;Statut actif;statut actif
62692609;46;26/12/1997;;Statut actif;statut actif
62695078;46;22/04/1996;;Statut actif;statut actif
62695758;38;05/01/2023;;Changement de statut;suspension
62708127;46;15/04/1996;;Statut actif;statut actif
62717382;33;31/10/2019;;Changement de statut;archivé
62717425;74;02/03/2021;;Changement de statut;archivé
62717806;33;14/05/2019;;Changement de statut;archivé
62719127;33;09/06/2022;;Changement de statut;archivé
62723759;74;23/06/2021;;Changement de statut;archivé
62727889;46;29/09/1997;;Statut actif;statut actif
62729121;46;16/02/1995;;Statut actif;statut actif
62734606;33;30/05/2022;;Changement de statut;archivé
62737673;33;31/08/2018;;Changement de statut;archivé
62738782;46;07/04/1995;;Statut actif;statut actif
62739172;46;31/01/1996;;Statut actif;statut actif
62744504;46;28/05/1996;;Statut actif;statut actif
62744949;33;21/12/2021;;Changement de statut;archivé
62746747;33;08/03/2022;;Changement de statut;archivé
62751915;33;22/12/2020;;Changement de statut;archivé
62753154;2;23/08/2013;;Changement de statut;actif
62753154;38;21/05/2013;;Changement de statut;suspension
62760565;46;02/05/1997;;Statut actif;statut actif
62763458;74;31/07/2021;;Changement de statut;archivé
62765886;33;11/01/2022;;Changement de statut;archivé
62767549;33;26/01/2022;;Changement de statut;archivé
62774910;74;21/12/2020;;Changement de statut;archivé
62774928;46;28/06/1996;;Statut actif;statut actif
62780450;33;19/05/2020;;Changement de statut;archivé
62782070;46;28/06/2019;;Statut actif;statut actif
62784356;33;16/03/2010;;Changement de statut;archivé
62784356;64;23/03/2010;;Changement de statut;actif
62785942;33;23/03/2021;;Changement de statut;archivé
62788187;33;02/07/2021;;Changement de statut;archivé
62789360;46;04/12/1997;;Statut actif;statut actif
62790462;33;25/01/2021;;Changement de statut;archivé
62794329;46;04/05/1998;;Statut actif;statut actif
62800821;33;11/02/2020;;Changement de statut;archivé
62801318;59;22/08/2011;;Changement de procédure;changement de procédure
62803066;38;17/02/2021;;Changement de statut;suspension
62805487;46;02/05/1997;;Statut actif;statut actif
62808227;33;19/01/2021;;Changement de statut;archivé
62813345;33;07/09/2021;;Changement de statut;archivé
62816804;46;29/11/1988;;Statut actif;statut actif
62817265;33;26/10/2020;;Changement de statut;archivé
62817482;46;31/12/1997;;Statut actif;statut actif
62821121;33;12/01/2018;;Changement de statut;archivé
62821961;33;13/02/2008;;Changement de statut;archivé
62821961;64;09/06/2008;;Changement de statut;actif
62834599;33;14/09/2020;;Changement de statut;archivé
62835263;46;18/11/1997;;Statut actif;statut actif
62840118;33;14/12/2021;;Changement de statut;archivé
62840118;38;17/02/2021;;Changement de statut;suspension
62844636;74;16/08/2022;;Changement de statut;archivé
62849220;71;23/10/2008;;Changement de statut;actif
62854267;33;14/05/2019;;Changement de statut;archivé
62859175;33;28/09/2020;;Changement de statut;archivé
62862171;33;03/08/2021;;Changement de statut;archivé
62867040;46;02/11/1982;;Statut actif;statut actif
62869109;46;07/07/1997;;Statut actif;statut actif
62870759;33;03/11/2020;;Changement de statut;archivé
62870759;59;09/01/2012;;Changement de procédure;changement de procédure
62884310;33;28/09/2020;;Changement de statut;archivé
62885889;46;08/01/1996;;Statut actif;statut actif
62887057;33;09/09/2021;;Changement de statut;archivé
62899127;46;20/11/1997;;Statut actif;statut actif
62899611;59;06/01/2006;;Changement de procédure;changement de procédure
62904574;46;22/04/1987;;Statut actif;statut actif
62905911;46;24/08/1987;;Statut actif;statut actif
62910207;59;30/06/2011;;Changement de procédure;changement de procédure
62914611;46;03/07/1989;;Statut actif;statut actif
62915154;46;17/11/1988;;Statut actif;statut actif
62915880;46;10/12/1997;;Statut actif;statut actif
62918969;33;26/01/2022;;Changement de statut;archivé
62934083;33;09/09/2021;;Changement de statut;archivé
62934635;46;31/07/1996;;Statut actif;statut actif
62935801;59;27/06/2014;;Changement de procédure;changement de procédure
62942532;59;30/01/2007;;Changement de procédure;changement de procédure
62944693;46;18/02/1992;;Statut actif;statut actif
62949690;46;29/08/1989;;Statut actif;statut actif
62952003;33;11/01/2021;;Changement de statut;archivé
62961109;46;22/09/2009;;Statut actif;statut actif
62967375;33;14/05/2019;;Changement de statut;archivé
62970706;33;02/12/2021;;Changement de statut;archivé
62972842;46;23/12/1996;;Statut actif;statut actif
62976723;46;05/02/1998;;Statut actif;statut actif
62979484;46;21/01/2013;;Statut actif;statut actif
62985373;59;17/01/2006;;Changement de procédure;changement de procédure
62989610;46;07/07/1995;;Statut actif;statut actif
62990185;46;10/12/1991;;Statut actif;statut actif
62998997;46;01/12/1993;;Statut actif;statut actif
62999693;46;12/08/1996;;Statut actif;statut actif
63010506;46;30/08/1991;;Statut actif;statut actif
63010787;46;12/08/1996;;Statut actif;statut actif
63013616;33;19/12/2022;;Changement de statut;archivé
63018531;46;20/06/1986;;Statut actif;statut actif
63030409;46;10/12/1997;;Statut actif;statut actif
63036351;33;03/06/2022;;Changement de statut;archivé
63046819;46;30/04/1990;;Statut actif;statut actif
63051200;46;05/12/1997;;Statut actif;statut actif
63058248;46;17/11/1997;;Statut actif;statut actif
63059994;59;06/02/2013;;Changement de procédure;changement de procédure
63063487;46;20/06/1986;;Statut actif;statut actif
63067521;33;23/09/2020;;Changement de statut;archivé
63067592;46;09/11/1995;;Statut actif;statut actif
63069892;59;24/11/2011;;Changement de procédure;changement de procédure
63073136;33;16/12/2019;;Changement de statut;archivé
63078560;33;19/09/2019;;Changement de statut;archivé
63082110;59;27/08/2012;;Changement de procédure;changement de procédure
63083550;33;01/01/2021;;Changement de statut;archivé
63090819;46;10/12/1998;;Statut actif;statut actif
63091230;46;09/02/1996;;Statut actif;statut actif
63092446;46;11/05/1998;;Statut actif;statut actif
63094301;46;30/12/1997;;Statut actif;statut actif
63094408;59;27/06/2014;;Changement de procédure;changement de procédure
63097258;46;12/09/1995;;Statut actif;statut actif
63099647;59;13/03/2018;;Changement de procédure;changement de procédure
63101315;74;05/06/2022;;Changement de statut;archivé
63103939;46;08/03/1993;;Statut actif;statut actif
63104382;33;03/09/2020;;Changement de statut;archivé
63104724;33;15/10/2021;;Changement de statut;archivé
63104838;33;21/01/2019;;Changement de statut;archivé
63105203;46;16/12/1997;;Statut actif;statut actif
63108338;70;26/10/2007;;Changement de statut;archivé (administratif)
63108338;71;23/10/2008;;Changement de statut;actif
63119562;46;10/06/1987;;Statut actif;statut actif
63119726;59;03/03/2009;;Changement de procédure;changement de procédure
63121232;46;04/03/1998;;Statut actif;statut actif
63123849;59;21/06/2006;;Changement de procédure;changement de procédure
63130270;46;25/03/1993;;Statut actif;statut actif
63131269;46;03/07/1989;;Statut actif;statut actif
63139718;59;13/02/2012;;Changement de procédure;changement de procédure
63140752;33;17/03/2022;;Changement de statut;archivé
63141320;33;01/12/2020;;Changement de statut;archivé
63152224;33;01/12/2020;;Changement de statut;archivé
63153582;46;17/12/2015;;Statut actif;statut actif
63160388;33;04/10/2022;;Changement de statut;archivé
63164803;46;13/09/1995;;Statut actif;statut actif
63169145;33;08/10/2021;;Changement de statut;archivé
63169145;38;17/02/2021;;Changement de statut;suspension
63181966;33;31/12/2022;;Changement de statut;archivé
63182694;46;15/10/1997;;Statut actif;statut actif
63191355;59;08/12/2011;;Changement de procédure;changement de procédure
63196256;46;26/09/1988;;Statut actif;statut actif
63206323;59;09/11/2015;;Changement de procédure;changement de procédure
63209974;46;31/12/1997;;Statut actif;statut actif
63229877;33;06/05/2021;;Changement de statut;archivé
63233249;46;29/09/1997;;Statut actif;statut actif
63234340;46;07/01/1997;;Statut actif;statut actif
63241491;46;05/07/2017;;Statut actif;statut actif
63243713;33;26/08/2019;;Changement de statut;archivé
63251820;46;11/09/1989;;Statut actif;statut actif
63252648;70;26/10/2007;;Changement de statut;archivé (administratif)
63252648;71;21/10/2008;;Changement de statut;actif
63263986;46;12/08/1996;;Statut actif;statut actif
63264159;74;30/04/2022;;Changement de statut;archivé
63264287;33;16/12/2019;;Changement de statut;archivé
63269327;33;07/09/2020;;Changement de statut;archivé
63271239;46;19/06/2017;;Statut actif;statut actif
63274872;46;04/06/1996;;Statut actif;statut actif
63276866;33;02/03/2021;;Changement de statut;archivé
63283736;46;11/02/1994;;Statut actif;statut actif
63284005;46;07/04/1995;;Statut actif;statut actif
63324300;33;14/06/2021;;Changement de statut;archivé
63327481;3;10/10/2001;;Changement de statut;retiré
63327481;11;25/02/2002;;Changement de statut;actif
63327481;38;10/07/2001;10/10/2001;Changement de statut;suspension
63335649;33;14/10/2021;;Changement de statut;archivé
63335706;74;12/07/2020;;Changement de statut;archivé
63338257;74;15/08/2021;;Changement de statut;archivé
63339544;33;15/09/2022;;Changement de statut;archivé
63341207;33;28/06/2021;;Changement de statut;archivé
63344192;46;19/10/1989;;Statut actif;statut actif
63354432;59;13/12/2010;;Changement de procédure;changement de procédure
63355438;46;10/12/1997;;Statut actif;statut actif
63355694;46;16/06/1997;;Statut actif;statut actif
63357706;33;26/03/2021;;Changement de statut;archivé
63358726;46;30/09/1992;;Statut actif;statut actif
63363997;2;18/11/1986;;Changement de statut;actif
63363997;2;27/10/1992;;Changement de statut;actif
63363997;38;23/06/1992;;Changement de statut;suspension
63363997;46;27/10/1992;;Statut actif;statut actif
63368115;2;21/08/2015;;Changement de statut;actif
63368115;2;27/12/2016;;Changement de statut;actif
63368115;38;18/12/2014;;Changement de statut;suspension
63368115;38;19/07/2016;;Changement de statut;suspension
63368115;38;22/09/2016;;Changement de statut;suspension
63368332;46;26/04/1996;;Statut actif;statut actif
63369053;46;11/06/1992;;Statut actif;statut actif
63371015;46;08/01/1991;;Statut actif;statut actif
63373386;74;05/01/2023;;Changement de statut;archivé
63377452;33;15/01/2020;;Changement de statut;archivé
63377491;46;10/12/1997;;Statut actif;statut actif
63378561;46;29/02/1996;;Statut actif;statut actif
63381461;2;15/01/2018;;Changement de statut;actif
63381461;38;03/05/2017;;Changement de statut;suspension
63381461;38;04/08/2017;;Changement de statut;suspension
63390065;46;02/05/1997;;Statut actif;statut actif
63394747;46;18/08/1988;;Statut actif;statut actif
63395596;59;07/07/2006;;Changement de procédure;changement de procédure
63395596;59;21/04/2008;;Changement de procédure;changement de procédure
63396602;59;27/10/2015;;Changement de procédure;changement de procédure
63398083;33;01/01/1997;;Changement de statut;archivé
63398083;46;28/01/1998;;Statut actif;statut actif
63398635;74;31/12/2022;;Changement de statut;archivé
63404013;59;05/09/2012;;Changement de procédure;changement de procédure
63405147;33;06/05/2021;;Changement de statut;archivé
63407479;46;30/09/1992;;Statut actif;statut actif
63409284;46;17/02/1998;;Statut actif;statut actif
63411794;46;02/05/1997;;Statut actif;statut actif
63419307;46;30/04/1990;;Statut actif;statut actif
63420868;59;13/01/2015;;Changement de procédure;changement de procédure
63424838;59;25/05/2018;;Changement de procédure;changement de procédure
63426077;33;23/12/2019;;Changement de statut;archivé
63429066;46;07/07/2020;;Statut actif;statut actif
63429333;33;20/12/2022;;Changement de statut;archivé
63430079;33;23/01/2018;;Changement de statut;archivé
63430289;33;01/01/2021;;Changement de statut;archivé
63431665;33;23/02/2021;;Changement de statut;archivé
63437077;59;06/02/2013;;Changement de procédure;changement de procédure
63438318;46;12/05/1997;;Statut actif;statut actif
63443201;46;27/09/2011;;Statut actif;statut actif
63455260;33;24/05/2022;;Changement de statut;archivé
63457471;33;24/09/2021;;Changement de statut;archivé
63458349;59;05/06/2013;;Changement de procédure;changement de procédure
63463588;46;20/06/1986;;Statut actif;statut actif
63467985;46;04/07/1997;;Statut actif;statut actif
63469032;33;24/12/2020;;Changement de statut;archivé
63469484;59;17/09/2008;;Changement de procédure;changement de procédure
63471720;33;12/11/2020;;Changement de statut;archivé
63477424;46;17/01/1996;;Statut actif;statut actif
63478704;46;06/05/1996;;Statut actif;statut actif
63485289;46;30/05/1995;;Statut actif;statut actif
63502945;33;11/01/2021;;Changement de statut;archivé
63514285;46;04/06/1997;;Statut actif;statut actif
63520562;46;04/06/1996;;Statut actif;statut actif
63521034;46;21/02/2002;;Statut actif;statut actif
63523836;46;21/02/1995;;Statut actif;statut actif
63524315;59;30/08/2012;;Changement de procédure;changement de procédure
63531498;46;22/10/1986;;Statut actif;statut actif
63536221;46;31/12/1997;;Statut actif;statut actif
63540910;59;18/06/2007;;Changement de procédure;changement de procédure
63542797;74;01/06/2021;;Changement de statut;archivé
63547997;46;29/09/1997;;Statut actif;statut actif
63548985;46;29/09/2020;;Statut actif;statut actif
63552179;46;31/12/1997;;Statut actif;statut actif
63557849;33;23/03/2021;;Changement de statut;archivé
63560628;33;03/05/2022;;Changement de statut;archivé
63566855;59;14/10/2016;;Changement de procédure;changement de procédure
63569965;46;02/05/1997;;Statut actif;statut actif
63569965;74;28/02/2022;;Changement de statut;archivé
63581266;46;27/12/1996;;Statut actif;statut actif
63584814;46;09/03/1998;;Statut actif;statut actif
63588061;46;07/09/1995;;Statut actif;statut actif
63590703;33;23/11/2021;;Changement de statut;archivé
63591253;59;12/10/2009;;Changement de procédure;changement de procédure
63593820;46;10/04/1997;;Statut actif;statut actif
63598461;33;08/07/2019;;Changement de statut;archivé
63598461;46;02/07/1996;;Statut actif;statut actif
63599951;33;01/08/1997;;Changement de statut;archivé
63599951;46;19/01/1998;;Statut actif;statut actif
63601822;33;08/07/2019;;Changement de statut;archivé
63601822;46;23/03/1993;;Statut actif;statut actif
63605525;59;20/05/2011;;Changement de procédure;changement de procédure
63606506;33;26/01/2022;;Changement de statut;archivé
63610522;46;22/07/1992;;Statut actif;statut actif
63614314;33;27/11/2020;;Changement de statut;archivé
63614428;33;23/01/2018;;Changement de statut;archivé
63617367;46;04/03/1998;;Statut actif;statut actif
63619119;46;23/12/1996;;Statut actif;statut actif
63625079;33;17/06/2021;;Changement de statut;archivé
63638906;2;15/01/2018;;Changement de statut;actif
63638906;38;03/05/2017;;Changement de statut;suspension
63638906;38;04/08/2017;;Changement de statut;suspension
63640017;33;23/06/2021;;Changement de statut;archivé
63650748;59;17/09/2008;;Changement de procédure;changement de procédure
63652560;46;23/09/1996;;Statut actif;statut actif
63652717;74;27/11/2021;;Changement de statut;archivé
63653160;33;29/10/2019;;Changement de statut;archivé
63662558;74;03/01/2021;;Changement de statut;archivé
63662572;46;26/09/1988;;Statut actif;statut actif
63664299;46;05/07/2019;;Statut actif;statut actif
63667263;46;08/04/1991;;Statut actif;statut actif
63669570;33;17/11/2020;;Changement de statut;archivé
63669823;46;31/12/1997;;Statut actif;statut actif
63672890;46;31/12/1997;;Statut actif;statut actif
63680638;59;04/09/2006;;Changement de procédure;changement de procédure
63681430;46;25/03/1991;;Statut actif;statut actif
63686801;46;21/03/1983;;Statut actif;statut actif
63696425;33;14/10/2021;;Changement de statut;archivé
63696425;46;04/03/1998;;Statut actif;statut actif
63700749;33;01/01/2021;;Changement de statut;archivé
63704427;33;14/05/2019;;Changement de statut;archivé
63707067;33;14/10/2021;;Changement de statut;archivé
63707416;46;15/11/1994;;Statut actif;statut actif
63709997;46;10/12/1997;;Statut actif;statut actif
63724643;59;20/03/2006;;Changement de procédure;changement de procédure
63726943;33;13/07/2020;;Changement de statut;archivé
63726943;85;11/06/2015;20/11/2015;Changement de statut;archivé
63728481;46;17/01/1983;;Statut actif;statut actif
63730354;33;15/02/2021;;Changement de statut;archivé
63735593;59;08/06/2018;;Changement de procédure;changement de procédure
63735910;33;28/12/2017;;Changement de statut;archivé
63736058;38;12/01/2010;;Changement de statut;suspension
63736058;72;26/01/2010;;Changement de statut;actif
63744069;46;31/10/1996;;Statut actif;statut actif
63745833;46;25/03/1991;;Statut actif;statut actif
63752144;33;23/06/2021;;Changement de statut;archivé
63752728;33;08/06/2022;;Changement de statut;archivé
63762195;33;23/06/2021;;Changement de statut;archivé
63766133;46;01/12/1995;;Statut actif;statut actif
63774710;74;01/12/2022;;Changement de statut;archivé
63775196;33;28/09/2020;;Changement de statut;archivé
63778993;46;01/10/1990;;Statut actif;statut actif
63782319;33;02/03/2022;;Changement de statut;archivé
63802451;59;19/05/2010;;Changement de procédure;changement de procédure
63803457;33;19/01/2021;;Changement de statut;archivé
63804370;33;14/05/2019;;Changement de statut;archivé
63820047;74;27/09/2022;;Changement de statut;archivé
63820175;33;01/01/2021;;Changement de statut;archivé
63823328;33;18/09/2019;;Changement de statut;archivé
63825628;46;05/03/1997;;Statut actif;statut actif
63828371;46;18/12/1997;;Statut actif;statut actif
63839179;46;28/03/1997;;Statut actif;statut actif
63840612;46;28/06/1996;;Statut actif;statut actif
63849650;46;29/04/2011;;Statut actif;statut actif
