Code_CIS;Code_CIP13;Code_Evnt_Pres;Date_Evnt_Pres;Evnt_Pres
62469613;3400933462888;15;19/04/1993;Déclaration de commercialisation
62470487;3400955078111;15;11/03/2022;Déclaration de commercialisation
62471347;3400930039762;15;05/09/2016;Déclaration de commercialisation
62471742;3400930159194;15;21/10/2021;Déclaration de commercialisation
62471742;3400930159194;16;30/09/2022;Déclaration d'arrêt de commercialisation
62472584;3400930117323;15;12/06/2019;Déclaration de commercialisation
62472716;3400957680596;15;16/09/2010;Déclaration de commercialisation
62474215;3400930112366;15;26/04/2018;Déclaration de commercialisation
62474418;3400949001811;15;13/07/2017;Déclaration de commercialisation
62474418;3400949001811;40;01/01/2021;Arrêt de Comm (Autorisation devenue inactive)
62474418;3400949001828;15;19/07/2018;Déclaration de commercialisation
62474418;3400949001828;40;01/01/2021;Arrêt de Comm (Autorisation devenue inactive)
62475071;3400949378678;15;25/04/2014;Déclaration de commercialisation
62475527;3400937753685;15;20/07/2007;Déclaration de commercialisation
62476853;3400956242603;15;18/09/2000;Déclaration de commercialisation
62478726;3400930195239;15;30/09/2020;Déclaration de commercialisation
62478726;3400930195246;15;30/09/2020;Déclaration de commercialisation
62479447;3400930166246;15;01/01/2023;Déclaration de commercialisation
62481238;3400930083796;15;18/05/2017;Déclaration de commercialisation
62481430;3400937233026;15;18/10/2006;Déclaration de commercialisation
62481448;3400936441231;15;01/09/2005;Déclaration de commercialisation
62481448;3400936441231;16;12/02/2019;Déclaration d'arrêt de commercialisation
62481448;3400937137232;15;12/02/2019;Déclaration de commercialisation
62481448;3400937137461;15;11/09/2006;Déclaration de commercialisation
62481448;3400937137461;16;05/07/2018;Déclaration d'arrêt de commercialisation
62481448;3400937137522;15;23/08/2018;Déclaration de commercialisation
62481804;3400930317686;15;19/09/1983;Déclaration de commercialisation
62483399;3400936347977;15;22/09/2004;Déclaration de commercialisation
62483787;3400921939545;15;02/04/2013;Déclaration de commercialisation
62483787;3400921939606;15;02/04/2013;Déclaration de commercialisation
62484049;3400930236635;15;05/01/2022;Déclaration de commercialisation
62484049;3400930238264;15;05/01/2022;Déclaration de commercialisation
62484063;3400930238059;15;28/12/2022;Déclaration de commercialisation
62484138;3400930039038;15;21/07/2016;Déclaration de commercialisation
62484138;3400930039038;16;01/10/2021;Déclaration d'arrêt de commercialisation
62484138;3400930039045;15;20/07/2016;Déclaration de commercialisation
62484138;3400930039045;16;01/10/2021;Déclaration d'arrêt de commercialisation
62484138;3400930039052;15;20/07/2016;Déclaration de commercialisation
62484138;3400930039052;16;01/10/2021;Déclaration d'arrêt de commercialisation
62484259;3400935877154;15;06/04/2004;Déclaration de commercialisation
62485126;3400938759112;15;22/09/2009;Déclaration de commercialisation
62485126;3400938759112;15;23/03/2016;Déclaration de commercialisation
62485126;3400938759112;16;11/04/2012;Déclaration d'arrêt de commercialisation
62485208;3400934861505;15;22/09/1999;Déclaration de commercialisation
62485553;3400937674690;15;15/01/2007;Déclaration de commercialisation
62486744;3400933341442;15;19/01/1986;Déclaration de commercialisation
62490803;3400938214765;15;25/07/2008;Déclaration de commercialisation
62490835;3400932140329;15;19/01/1978;Déclaration de commercialisation
62490835;3400932312146;15;06/06/2012;Déclaration de commercialisation
62493347;3400930148815;15;22/07/2019;Déclaration de commercialisation
62493653;3400934323263;15;15/10/2003;Déclaration de commercialisation
62493774;3400930190623;15;17/02/2020;Déclaration de commercialisation
62494470;3400932805204;15;19/09/1986;Déclaration de commercialisation
62494787;3400937922142;15;14/01/2008;Déclaration de commercialisation
62495939;3400931307143;15;19/01/1972;Déclaration de commercialisation
62496101;3400939098579;15;07/09/2009;Déclaration de commercialisation
62496101;3400941533150;15;10/03/2015;Déclaration de commercialisation
62496336;3400930020227;15;10/07/2017;Déclaration de commercialisation
62497388;3400930071243;15;25/09/2017;Déclaration de commercialisation
62498878;3400949003730;15;10/03/2010;Déclaration de commercialisation
62498878;3400949003730;40;24/04/2019;Arrêt de Comm (Autorisation devenue inactive)
62499439;3400936736917;15;30/11/2005;Déclaration de commercialisation
62500165;3400930145074;15;20/05/2019;Déclaration de commercialisation
62500717;3400935020963;15;19/04/2000;Déclaration de commercialisation
62500717;3400937384339;15;16/04/2009;Déclaration de commercialisation
62500731;3400927815621;15;04/05/2016;Déclaration de commercialisation
62500756;3400926848828;15;15/03/2016;Déclaration de commercialisation
62501705;3400955083108;15;01/09/2022;Déclaration de commercialisation
62501705;3400956333714;15;15/11/2001;Déclaration de commercialisation
62503389;3400936745551;15;20/12/2005;Déclaration de commercialisation
62503916;3400934976278;15;29/06/1999;Déclaration de commercialisation
62503916;3400934976278;16;04/08/2021;Déclaration d'arrêt de commercialisation
62504078;3400930086735;15;13/12/2017;Déclaration de commercialisation
62504078;3400930086735;16;30/06/2021;Déclaration d'arrêt de commercialisation
62504459;3400936652668;15;12/03/2007;Déclaration de commercialisation
62504861;3400934362415;15;13/03/2000;Déclaration de commercialisation
62505333;3400930011041;15;26/10/2017;Déclaration de commercialisation
62505785;3400949289349;15;26/10/2010;Déclaration de commercialisation
62505828;3400934043826;15;18/12/1998;Déclaration de commercialisation
62507697;3400930189146;15;02/03/2020;Déclaration de commercialisation
62507754;3400930136676;15;05/11/2018;Déclaration de commercialisation
62508169;3400930212172;15;15/07/2022;Déclaration de commercialisation
62508863;3400930203767;15;18/11/2020;Déclaration de commercialisation
62509748;3400930168578;15;09/04/2020;Déclaration de commercialisation
62511293;3400930004104;15;26/07/2016;Déclaration de commercialisation
62512491;3400931891567;15;19/09/1994;Déclaration de commercialisation
62512491;3400931891567;16;23/02/2022;Déclaration d'arrêt de commercialisation
62512769;3400927571152;15;12/03/2014;Déclaration de commercialisation
62513223;3400930119839;15;04/06/2018;Déclaration de commercialisation
62514713;3400939500966;15;24/11/2009;Déclaration de commercialisation
62514791;3400937831260;15;22/08/2007;Déclaration de commercialisation
62514791;3400937831260;15;20/08/2021;Déclaration de commercialisation
62514791;3400937831260;16;05/10/2017;Déclaration d'arrêt de commercialisation
62516059;3400930535349;15;19/01/1966;Déclaration de commercialisation
62516059;3400930535349;16;30/04/2021;Déclaration d'arrêt de commercialisation
62516778;3400935504517;15;02/01/2001;Déclaration de commercialisation
62517392;3400938094527;15;24/06/2009;Déclaration de commercialisation
62517531;3400930124710;15;05/06/2018;Déclaration de commercialisation
62518601;3400922379302;15;05/12/2018;Déclaration de commercialisation
62518708;3400939574486;15;17/11/2009;Déclaration de commercialisation
62518708;3400939586373;15;17/11/2009;Déclaration de commercialisation
62518793;3400949147489;15;28/09/2011;Déclaration de commercialisation
62518996;3400934165634;15;19/01/1998;Déclaration de commercialisation
62519557;3400937223959;15;29/11/2006;Déclaration de commercialisation
62519557;3400937223959;16;19/02/2019;Déclaration d'arrêt de commercialisation
62519589;3400930152065;15;20/12/2022;Déclaration de commercialisation
62519589;3400930179710;15;20/12/2022;Déclaration de commercialisation
62519799;3400931815808;15;19/03/1976;Déclaration de commercialisation
62519824;3400955086451;15;20/01/2022;Déclaration de commercialisation
62521070;3400936277229;15;17/06/2004;Déclaration de commercialisation
62521323;3400955026945;15;06/05/2020;Déclaration de commercialisation
62522076;3400934840562;15;27/03/2000;Déclaration de commercialisation
62522076;3400937166676;15;02/10/2006;Déclaration de commercialisation
62523160;3400955068501;15;06/04/2021;Déclaration de commercialisation
62524127;3400933929114;15;14/09/2000;Déclaration de commercialisation
62524127;3400933929114;16;22/12/2021;Déclaration d'arrêt de commercialisation
62524376;3400930165058;15;16/10/2019;Déclaration de commercialisation
62524376;3400930165058;16;28/10/2022;Déclaration d'arrêt de commercialisation
62524376;3400930227282;15;20/10/2021;Déclaration de commercialisation
62525040;3400927942921;15;08/01/2015;Déclaration de commercialisation
62525040;3400927943232;15;08/01/2015;Déclaration de commercialisation
62525777;3400930153109;15;25/02/2019;Déclaration de commercialisation
62526007;3400949129102;15;13/10/2010;Déclaration de commercialisation
62526313;3400936313798;15;16/08/2005;Déclaration de commercialisation
62526313;3400937807838;15;25/09/2009;Déclaration de commercialisation
62526651;3400927941221;15;27/10/2014;Déclaration de commercialisation
62526651;3400927941221;16;25/03/2019;Déclaration d'arrêt de commercialisation
62527340;3400949725045;15;16/12/2010;Déclaration de commercialisation
62527340;3400949725045;16;17/06/2019;Déclaration d'arrêt de commercialisation
62527340;3400949725274;15;16/12/2010;Déclaration de commercialisation
62527340;3400949725274;16;28/02/2019;Déclaration d'arrêt de commercialisation
62527632;3400927465772;15;12/12/2013;Déclaration de commercialisation
62527632;3400927466205;15;12/12/2013;Déclaration de commercialisation
62527664;3400927847158;15;09/02/2015;Déclaration de commercialisation
62529302;3400930023952;15;01/02/2016;Déclaration de commercialisation
62529551;3400955026426;15;07/08/2018;Déclaration de commercialisation
62530564;3400932040681;15;19/04/1978;Déclaration de commercialisation
62531470;3400949002900;15;26/06/2009;Déclaration de commercialisation
62531470;3400949002900;40;23/11/2018;Arrêt de Comm (Autorisation devenue inactive)
62531709;3400930218495;15;14/04/2021;Déclaration de commercialisation
62531709;3400930218501;15;14/04/2021;Déclaration de commercialisation
62533496;3400955036234;15;03/04/2018;Déclaration de commercialisation
62533756;3400930853795;15;19/08/1962;Déclaration de commercialisation
62534114;3400927568312;15;25/06/2014;Déclaration de commercialisation
62534712;3400949814954;15;25/02/2011;Déclaration de commercialisation
62535885;3400933699703;15;17/11/2008;Déclaration de commercialisation
62535885;3400933699703;40;15/02/2022;Arrêt de Comm (Autorisation devenue inactive)
62536738;3400934042416;15;19/02/1997;Déclaration de commercialisation
62537352;3400935171757;15;01/11/1999;Déclaration de commercialisation
62537352;3400935171757;16;04/06/2018;Déclaration d'arrêt de commercialisation
62537352;3400935750372;15;15/07/2003;Déclaration de commercialisation
62537352;3400935750372;16;15/11/2022;Déclaration d'arrêt de commercialisation
62538162;3400936157422;15;09/10/2012;Déclaration de commercialisation
62538194;3400935681614;15;17/01/2002;Déclaration de commercialisation
62538618;3400938757620;15;09/12/2008;Déclaration de commercialisation
62539684;3400930165089;15;03/09/2019;Déclaration de commercialisation
62539894;3400939843629;15;23/03/2010;Déclaration de commercialisation
62540042;3400956360796;15;22/05/2002;Déclaration de commercialisation
62540042;3400957173524;15;19/08/2008;Déclaration de commercialisation
62540042;3400957173692;15;11/09/2008;Déclaration de commercialisation
62540779;3400930100776;15;05/10/2017;Déclaration de commercialisation
62541023;3400936289284;15;23/07/2004;Déclaration de commercialisation
62541023;3400936289284;16;18/08/2021;Déclaration d'arrêt de commercialisation
62541436;3400926766351;15;08/04/2013;Déclaration de commercialisation
62541436;3400926766580;15;22/03/2013;Déclaration de commercialisation
62541436;3400926766870;15;22/03/2013;Déclaration de commercialisation
62542196;3400930039014;15;04/07/2018;Déclaration de commercialisation
62542196;3400936087361;15;25/03/2011;Déclaration de commercialisation
62542196;3400936087361;16;05/09/2018;Déclaration d'arrêt de commercialisation
62542837;3400938761870;15;12/12/2008;Déclaration de commercialisation
62543615;3400930060179;15;03/03/2017;Déclaration de commercialisation
62543615;3400930060193;15;10/01/2017;Déclaration de commercialisation
62543615;3400936862746;15;02/02/2012;Déclaration de commercialisation
62543825;3400930296073;15;19/01/1962;Déclaration de commercialisation
62545096;3400938827620;15;02/04/2009;Déclaration de commercialisation
62545096;3400938827620;16;06/10/2020;Déclaration d'arrêt de commercialisation
62545096;3400938827859;15;02/04/2009;Déclaration de commercialisation
62545096;3400938827859;16;06/10/2020;Déclaration d'arrêt de commercialisation
62545178;3400931152705;15;19/01/1958;Déclaration de commercialisation
62545178;3400955164357;15;19/01/1977;Déclaration de commercialisation
62546668;3400955055433;15;19/02/2019;Déclaration de commercialisation
62546668;3400955055440;15;19/02/2019;Déclaration de commercialisation
62546668;3400957792879;15;22/06/2011;Déclaration de commercialisation
62546668;3400957792879;16;07/02/2019;Déclaration d'arrêt de commercialisation
62546668;3400957793012;15;22/06/2011;Déclaration de commercialisation
62546668;3400957793012;16;07/02/2019;Déclaration d'arrêt de commercialisation
62549600;3400930098479;15;24/06/2019;Déclaration de commercialisation
62549600;3400930098479;16;31/10/2021;Déclaration d'arrêt de commercialisation
62549785;3400930253403;15;25/11/2022;Déclaration de commercialisation
62550143;3400930095645;15;10/04/2018;Déclaration de commercialisation
62550435;3400955055754;15;15/03/2019;Déclaration de commercialisation
62551291;3400935509888;15;06/08/2001;Déclaration de commercialisation
62551633;3400931086086;15;19/01/1969;Déclaration de commercialisation
62551633;3400931086086;16;15/01/2022;Déclaration d'arrêt de commercialisation
62552920;3400927371998;15;05/05/2014;Déclaration de commercialisation
62552920;3400927372070;15;05/05/2014;Déclaration de commercialisation
62553246;3400927566479;15;15/12/2014;Déclaration de commercialisation
62553246;3400930038802;15;06/09/2016;Déclaration de commercialisation
62554177;3400930358900;15;19/09/1960;Déclaration de commercialisation
62554490;3400936117440;15;02/07/2003;Déclaration de commercialisation
62554490;3400936117440;16;27/06/2019;Déclaration d'arrêt de commercialisation
62555172;3400935857682;15;02/01/2003;Déclaration de commercialisation
62555293;3400931941057;15;19/09/1976;Déclaration de commercialisation
62555293;3400931941057;16;14/01/2022;Déclaration d'arrêt de commercialisation
62555820;3400939184609;15;22/12/2010;Déclaration de commercialisation
62556185;3400956585892;15;01/12/2010;Déclaration de commercialisation
62557522;3400930036051;15;14/03/2017;Déclaration de commercialisation
62557732;3400938458442;15;18/06/2012;Déclaration de commercialisation
62559199;3400930215678;15;21/02/2023;Déclaration de commercialisation
62560479;3400930202746;15;23/02/2022;Déclaration de commercialisation
62561175;3400937254885;15;06/04/2006;Déclaration de commercialisation
62561175;3400937255318;15;10/08/2018;Déclaration de commercialisation
62561175;3400937255318;16;03/05/2021;Déclaration d'arrêt de commercialisation
62561175;3400937807777;15;12/07/2007;Déclaration de commercialisation
62562380;3400930114940;15;19/04/2018;Déclaration de commercialisation
62562380;3400930114940;15;03/04/2019;Déclaration de commercialisation
62562380;3400930114940;16;11/02/2019;Déclaration d'arrêt de commercialisation
62562380;3400930139943;15;25/05/2018;Déclaration de commercialisation
62562380;3400930139943;15;03/04/2019;Déclaration de commercialisation
62562380;3400930139943;16;11/02/2019;Déclaration d'arrêt de commercialisation
62562672;3400935009159;15;15/12/2005;Déclaration de commercialisation
62564068;3400938153521;15;08/10/2012;Déclaration de commercialisation
62566852;3400934840791;15;25/11/2009;Déclaration de commercialisation
62566852;3400934840852;15;01/12/1998;Déclaration de commercialisation
62566877;3400936568303;15;07/04/2006;Déclaration de commercialisation
62566877;3400936568303;16;03/09/2019;Déclaration d'arrêt de commercialisation
62567712;3400927738876;15;03/06/2014;Déclaration de commercialisation
62570612;3400955014782;15;29/04/2016;Déclaration de commercialisation
62570612;3400955014782;16;12/05/2021;Déclaration d'arrêt de commercialisation
62570701;3400939791838;15;30/08/2010;Déclaration de commercialisation
62571408;3400930158531;15;03/03/2022;Déclaration de commercialisation
62571408;3400930158548;15;25/05/2022;Déclaration de commercialisation
62571408;3400930158555;15;17/02/2023;Déclaration de commercialisation
62571408;3400930158562;15;17/02/2023;Déclaration de commercialisation
62571408;3400955058762;15;21/04/2021;Déclaration de commercialisation
62571408;3400955058762;16;31/05/2022;Déclaration d'arrêt de commercialisation
62571408;3400955058779;15;21/04/2021;Déclaration de commercialisation
62571408;3400955058779;16;31/05/2022;Déclaration d'arrêt de commercialisation
62571671;3400931655527;15;19/04/1976;Déclaration de commercialisation
62572606;3400958133923;15;05/11/2012;Déclaration de commercialisation
62572606;3400958133923;15;01/02/2018;Déclaration de commercialisation
62572606;3400958133923;16;13/10/2017;Déclaration d'arrêt de commercialisation
62572606;3400958133923;16;31/12/2018;Déclaration d'arrêt de commercialisation
62572606;3400958134173;15;05/11/2012;Déclaration de commercialisation
62572606;3400958134173;15;27/11/2017;Déclaration de commercialisation
62572606;3400958134173;16;13/10/2017;Déclaration d'arrêt de commercialisation
62572606;3400958134173;16;31/12/2018;Déclaration d'arrêt de commercialisation
62572606;3400958134463;15;10/01/2013;Déclaration de commercialisation
62572606;3400958134463;15;27/11/2017;Déclaration de commercialisation
62572606;3400958134463;16;13/10/2017;Déclaration d'arrêt de commercialisation
62572606;3400958134463;16;31/12/2018;Déclaration d'arrêt de commercialisation
62574315;3400930157886;15;02/09/2019;Déclaration de commercialisation
62574315;3400931000679;15;19/07/1971;Déclaration de commercialisation
62574315;3400931000679;18;12/11/2018;Abrogation de Présentation
62574361;3400927493867;15;16/02/2015;Déclaration de commercialisation
62574938;3400936192959;15;29/09/2003;Déclaration de commercialisation
62575470;3400937916288;15;02/03/2010;Déclaration de commercialisation
62575470;3400937916349;15;07/11/2012;Déclaration de commercialisation
62577806;3400921871845;15;08/08/2016;Déclaration de commercialisation
62577806;3400921872217;15;10/12/2015;Déclaration de commercialisation
62578192;3400937867979;15;25/04/2008;Déclaration de commercialisation
62580656;3400932421756;15;19/02/1983;Déclaration de commercialisation
62580656;3400949420872;15;01/07/2012;Déclaration de commercialisation
62581637;3400922303420;15;16/12/2013;Déclaration de commercialisation
62581943;3400938942163;15;05/08/2011;Déclaration de commercialisation
62581943;3400938942163;16;06/09/2019;Déclaration d'arrêt de commercialisation
62582187;3400949000517;15;26/02/2016;Déclaration de commercialisation
62582187;3400949000517;40;20/07/2020;Arrêt de Comm (Autorisation devenue inactive)
62582326;3400932614394;15;19/11/1983;Déclaration de commercialisation
62582582;3400939638973;15;14/11/2011;Déclaration de commercialisation
62582582;3400939639864;15;14/11/2011;Déclaration de commercialisation
62582924;3400930776063;15;19/01/1942;Déclaration de commercialisation
62583314;3400935653178;15;03/12/2001;Déclaration de commercialisation
62584850;3400937209823;15;06/03/2017;Déclaration de commercialisation
62584850;3400956808380;15;01/06/2006;Déclaration de commercialisation
62586367;3400949430178;15;28/10/2021;Déclaration de commercialisation
62591460;3400939650340;15;01/09/2010;Déclaration de commercialisation
62591460;3400939650340;15;17/10/2018;Déclaration de commercialisation
62591460;3400939650340;16;31/03/2016;Déclaration d'arrêt de commercialisation
62591460;3400939650579;15;01/09/2010;Déclaration de commercialisation
62591688;3400941752223;15;07/05/2014;Déclaration de commercialisation
62593867;3400935531711;15;04/03/2002;Déclaration de commercialisation
62593867;3400936645455;15;08/03/2005;Déclaration de commercialisation
62594905;3400955058380;15;07/03/2022;Déclaration de commercialisation
62596393;3400935634887;15;02/07/2002;Déclaration de commercialisation
62596393;3400935634887;15;19/05/2016;Déclaration de commercialisation
62596393;3400935634887;16;07/12/2007;Déclaration d'arrêt de commercialisation
62597050;3400935740557;15;10/03/2003;Déclaration de commercialisation
62597239;3400935111784;15;08/09/2003;Déclaration de commercialisation
62597431;3400931698289;15;09/03/1998;Déclaration de commercialisation
62597926;3400937206631;15;19/12/2006;Déclaration de commercialisation
62597926;3400937206921;15;11/10/2006;Déclaration de commercialisation
62597926;3400937206921;16;31/07/2018;Déclaration d'arrêt de commercialisation
62598280;3400930077856;15;15/02/2017;Déclaration de commercialisation
62599329;3400930212929;15;25/11/2020;Déclaration de commercialisation
62599681;3400930131626;15;03/12/2018;Déclaration de commercialisation
62600742;3400939215747;15;02/02/2011;Déclaration de commercialisation
62600799;3400930228197;15;25/02/2022;Déclaration de commercialisation
62601043;3400927643743;15;18/01/2016;Déclaration de commercialisation
62601470;3400931458746;15;19/09/1973;Déclaration de commercialisation
62602914;3400939268156;15;22/12/2009;Déclaration de commercialisation
62602914;3400939268446;15;22/02/2010;Déclaration de commercialisation
62603012;3400939277431;15;16/08/2012;Déclaration de commercialisation
62603012;3400939277950;15;16/08/2012;Déclaration de commercialisation
62603432;3400936582729;15;09/09/2005;Déclaration de commercialisation
62603432;3400936582729;16;20/06/2019;Déclaration d'arrêt de commercialisation
62604089;3400930155448;15;06/09/2019;Déclaration de commercialisation
62604153;3400936146426;15;01/09/2003;Déclaration de commercialisation
62606108;3400930169698;15;30/01/2020;Déclaration de commercialisation
62606108;3400930169698;16;15/10/2021;Déclaration d'arrêt de commercialisation
62606108;3400955061885;15;30/01/2020;Déclaration de commercialisation
62606108;3400955061885;16;01/07/2021;Déclaration d'arrêt de commercialisation
62606357;3400937205221;15;21/12/2007;Déclaration de commercialisation
62606357;3400937360906;15;23/04/2019;Déclaration de commercialisation
62607039;3400934436147;15;27/08/1998;Déclaration de commercialisation
62607530;3400932300020;15;19/04/1980;Déclaration de commercialisation
62607587;3400935111036;15;02/03/2006;Déclaration de commercialisation
62608575;3400932838080;15;01/09/1997;Déclaration de commercialisation
62609613;3400930259528;15;21/09/2022;Déclaration de commercialisation
62610754;3400921920505;15;17/08/2012;Déclaration de commercialisation
62610754;3400921920734;15;21/05/2012;Déclaration de commercialisation
62611169;3400937663984;15;02/05/2007;Déclaration de commercialisation
62611169;3400937663984;16;18/05/2022;Déclaration d'arrêt de commercialisation
62611475;3400930061190;15;02/01/2019;Déclaration de commercialisation
62611660;3400935724588;15;12/05/2003;Déclaration de commercialisation
62611660;3400935724700;15;01/07/2003;Déclaration de commercialisation
62611895;3400949924585;15;08/07/2015;Déclaration de commercialisation
62612837;3400930024560;15;04/04/2023;Déclaration de commercialisation
62613273;3400930086612;15;27/10/2017;Déclaration de commercialisation
62613273;3400930086612;16;21/03/2019;Déclaration d'arrêt de commercialisation
62613519;3400930029077;15;01/02/2016;Déclaration de commercialisation
62613519;3400930029077;16;18/02/2019;Déclaration d'arrêt de commercialisation
62614400;3400930557921;15;01/07/1961;Déclaration de commercialisation
62614400;3400930557921;16;23/08/2019;Déclaration d'arrêt de commercialisation
62614667;3400930103494;15;27/04/2018;Déclaration de commercialisation
62615406;3400921860559;15;01/02/2016;Déclaration de commercialisation
62615751;3400930178720;15;05/09/2019;Déclaration de commercialisation
62615751;3400930178720;16;07/05/2021;Déclaration d'arrêt de commercialisation
62616337;3400956208074;15;30/06/2000;Déclaration de commercialisation
62616878;3400939650630;15;01/09/2010;Déclaration de commercialisation
62616878;3400939650920;15;01/09/2010;Déclaration de commercialisation
62617147;3400930241417;15;27/03/2023;Déclaration de commercialisation
62617179;3400921769678;15;14/03/2012;Déclaration de commercialisation
62617179;3400921770278;15;14/03/2012;Déclaration de commercialisation
62617300;3400935785152;15;02/05/2002;Déclaration de commercialisation
62618313;3400930177532;15;25/05/2020;Déclaration de commercialisation
62619486;3400930055007;15;25/07/2016;Déclaration de commercialisation
62619486;3400939215976;15;10/02/2012;Déclaration de commercialisation
62619550;3400934038563;15;15/09/1999;Déclaration de commercialisation
62620200;3400930240892;15;25/11/2022;Déclaration de commercialisation
62620809;3400927717246;15;02/06/2014;Déclaration de commercialisation
62620809;3400927717246;16;02/02/2021;Déclaration d'arrêt de commercialisation
62621124;3400930055861;15;16/08/2017;Déclaration de commercialisation
62621512;3400930172094;15;09/06/2020;Déclaration de commercialisation
62621779;3400939914169;15;17/10/2012;Déclaration de commercialisation
62621779;3400939914459;15;17/10/2012;Déclaration de commercialisation
62622863;3400930975206;15;19/10/1964;Déclaration de commercialisation
62622863;3400930975206;16;10/10/2018;Déclaration d'arrêt de commercialisation
62624693;3400930104781;15;26/02/2019;Déclaration de commercialisation
62625119;3400930005712;15;04/01/2016;Déclaration de commercialisation
62625119;3400930006009;15;04/01/2016;Déclaration de commercialisation
62625592;3400930156315;15;18/02/2022;Déclaration de commercialisation
62625592;3400930156322;15;18/02/2022;Déclaration de commercialisation
62626139;3400933366865;15;19/06/2004;Déclaration de commercialisation
62626185;3400936432475;15;02/10/2017;Déclaration de commercialisation
62626477;3400936160552;15;01/09/2003;Déclaration de commercialisation
62626477;3400936160552;16;30/12/2020;Déclaration d'arrêt de commercialisation
62626477;3400936160613;15;01/09/2003;Déclaration de commercialisation
62626477;3400936160613;16;30/12/2020;Déclaration d'arrêt de commercialisation
62626993;3400930162699;15;21/01/2019;Déclaration de commercialisation
62626993;3400930162699;16;02/01/2020;Déclaration d'arrêt de commercialisation
62626993;3400930171936;15;02/01/2020;Déclaration de commercialisation
62628179;3400922285696;15;15/04/2013;Déclaration de commercialisation
62628873;3400935540584;15;01/01/1997;Déclaration de commercialisation
62629288;3400930206270;15;25/04/2022;Déclaration de commercialisation
62629676;3400927468674;15;18/12/2013;Déclaration de commercialisation
62629676;3400927469107;15;18/12/2013;Déclaration de commercialisation
62630116;3400930180761;15;08/06/2020;Déclaration de commercialisation
62630116;3400930180761;16;26/01/2023;Déclaration d'arrêt de commercialisation
62630116;3400930200582;15;08/06/2020;Déclaration de commercialisation
62631549;3400930159163;15;21/10/2021;Déclaration de commercialisation
62631549;3400930159163;16;30/09/2022;Déclaration d'arrêt de commercialisation
62632843;3400938722499;15;09/12/2008;Déclaration de commercialisation
62632843;3400938722550;15;19/12/2008;Déclaration de commercialisation
62632843;3400938722550;16;13/05/2019;Déclaration d'arrêt de commercialisation
62633436;3400930573198;15;19/03/1964;Déclaration de commercialisation
62633525;3400930215128;15;19/05/2021;Déclaration de commercialisation
62633767;3400930171967;15;02/09/2019;Déclaration de commercialisation
62633767;3400933728489;15;19/09/1994;Déclaration de commercialisation
62633767;3400935121370;15;04/10/1999;Déclaration de commercialisation
62635145;3400930210420;15;04/01/2021;Déclaration de commercialisation
62635259;3400928000415;15;22/12/2018;Déclaration de commercialisation
62635259;3400928000873;15;22/12/2018;Déclaration de commercialisation
62635501;3400927580208;15;28/07/2017;Déclaration de commercialisation
62635501;3400927580208;16;15/10/2019;Déclaration d'arrêt de commercialisation
62636293;3400949004775;15;26/04/2022;Déclaration de commercialisation
62636934;3400930221174;15;10/12/2021;Déclaration de commercialisation
62637153;3400930207802;15;11/10/2021;Déclaration de commercialisation
62637445;3400936038165;15;04/01/2011;Déclaration de commercialisation
62637445;3400936038165;16;31/03/2018;Déclaration d'arrêt de commercialisation
62637445;3400939748955;15;04/01/2011;Déclaration de commercialisation
62637445;3400939748955;16;31/03/2018;Déclaration d'arrêt de commercialisation
62638974;3400955069645;15;04/01/2021;Déclaration de commercialisation
62639275;3400927605192;15;20/11/2015;Déclaration de commercialisation
62640174;3400930160985;15;12/11/2019;Déclaration de commercialisation
62640174;3400930184615;15;06/02/2020;Déclaration de commercialisation
62640879;3400927793875;15;15/03/2021;Déclaration de commercialisation
62640879;3400930209431;15;15/03/2021;Déclaration de commercialisation
62641835;3400930058725;15;28/01/2020;Déclaration de commercialisation
62641835;3400930058756;15;28/01/2020;Déclaration de commercialisation
62642061;3400935817303;15;15/02/2002;Déclaration de commercialisation
62642061;3400935817303;15;03/10/2014;Déclaration de commercialisation
62642061;3400935817303;16;14/02/2014;Déclaration d'arrêt de commercialisation
62642061;3400935817303;16;09/09/2020;Déclaration d'arrêt de commercialisation
62645381;3400934899065;15;11/12/1998;Déclaration de commercialisation
62645506;3400939632360;15;22/03/2010;Déclaration de commercialisation
62649579;3400933239794;15;19/01/1997;Déclaration de commercialisation
62649579;3400933239794;16;31/07/2022;Déclaration d'arrêt de commercialisation
62649604;3400930156988;15;08/07/2019;Déclaration de commercialisation
62649604;3400930156988;16;31/01/2022;Déclaration d'arrêt de commercialisation
62650485;3400934449505;15;01/05/1998;Déclaration de commercialisation
62650834;3400930064467;15;03/06/2019;Déclaration de commercialisation
62650834;3400930064481;15;03/06/2019;Déclaration de commercialisation
62652340;3400936086999;15;05/12/2011;Déclaration de commercialisation
62652746;3400955055372;15;01/08/2019;Déclaration de commercialisation
62653061;3400935109484;15;27/09/2000;Déclaration de commercialisation
62653061;3400935109545;15;04/04/2000;Déclaration de commercialisation
62653061;3400935109774;15;05/10/2000;Déclaration de commercialisation
62653061;3400936532632;15;16/03/2006;Déclaration de commercialisation
62653061;3400936532861;15;16/03/2006;Déclaration de commercialisation
62653061;3400936532922;15;16/03/2006;Déclaration de commercialisation
62653061;3400956125128;15;19/12/2000;Déclaration de commercialisation
62653061;3400956125296;15;01/09/2000;Déclaration de commercialisation
62653061;3400956125357;15;01/04/2000;Déclaration de commercialisation
