Code_CIS;Code_Evnt_Spc;Date_Evnt_Spc;Date_Echeance;Type_Evnt_Spc;Evnt_Mar_Spc
60002504;996;08/10/2021;;Changement de statut;archivé
60002504;992;17/02/2021;;Changement de statut;suspension
60003620;998;28/02/2017;;Changement de procédure;changement de procédure
60007960;900;06/08/1996;;Statut actif;statut actif
60008845;900;05/03/1998;;Statut actif;statut actif
60008927;996;08/11/2019;;Changement de statut;archivé
60010166;998;12/12/2006;;Changement de procédure;changement de procédure
60014894;900;20/09/2012;;Statut actif;statut actif
60019101;900;06/10/1983;;Statut actif;statut actif
60021216;900;25/04/1988;;Statut actif;statut actif
60028050;996;20/09/2022;;Changement de statut;archivé
60030980;900;30/09/1992;;Statut actif;statut actif
60034644;900;04/08/1998;;Statut actif;statut actif
60037327;900;03/02/1998;;Statut actif;statut actif
60040145;900;13/02/1996;;Statut actif;statut actif
60046529;992;08/09/2022;;Changement de statut;suspension
60061171;900;17/07/1992;;Statut actif;statut actif
60068251;996;01/01/2021;;Changement de statut;archivé
60068333;996;01/01/2021;;Changement de statut;archivé
60071233;996;19/08/2022;;Changement de statut;archivé
60071952;998;02/10/2012;;Changement de procédure;changement de procédure
60072506;996;31/03/2019;;Changement de statut;archivé
60073907;996;02/12/2021;;Changement de statut;archivé
60073907;995;21/10/2015;;Changement de statut;actif
60073907;992;18/12/2014;;Changement de statut;suspension
60075064;900;08/12/1997;;Statut actif;statut actif
60083132;996;12/04/2022;;Changement de statut;archivé
60092590;900;26/04/1989;;Statut actif;statut actif
60095056;900;22/04/1996;;Statut actif;statut actif
60095729;900;27/12/1996;;Statut actif;statut actif
60105162;998;05/06/2008;;Changement de procédure;changement de procédure
60108870;996;18/11/2020;;Changement de statut;archivé
60109303;996;25/01/2022;;Changement de statut;archivé
60110031;900;10/12/1996;;Statut actif;statut actif
60111813;998;17/02/2011;;Changement de procédure;changement de procédure
60118715;900;13/11/1991;;Statut actif;statut actif
60123979;996;16/10/2018;;Changement de statut;archivé
60123979;995;10/02/2010;;Changement de statut;actif
60123979;992;12/01/2010;;Changement de statut;suspension
60126612;900;29/05/2017;;Statut actif;statut actif
60127671;900;28/05/1996;;Statut actif;statut actif
60130386;900;13/09/1995;;Statut actif;statut actif
60130742;996;11/08/2022;;Changement de statut;archivé
60132572;900;29/11/1990;;Statut actif;statut actif
60145801;996;20/12/2022;;Changement de statut;archivé
60150232;900;18/07/1983;;Statut actif;statut actif
60150467;996;06/12/2021;;Changement de statut;archivé
60150830;996;01/01/2021;;Changement de statut;archivé
60152607;900;20/11/1997;;Statut actif;statut actif
60154309;900;19/04/2010;;Statut actif;statut actif
60161143;998;30/08/2012;;Changement de procédure;changement de procédure
60166980;996;12/11/2018;;Changement de statut;archivé
60177628;900;27/06/2019;;Statut actif;statut actif
60178712;996;15/07/2019;;Changement de statut;archivé
60178712;900;17/02/1998;;Statut actif;statut actif
60181733;900;06/12/1995;;Statut actif;statut actif
60184188;900;01/10/1986;;Statut actif;statut actif
60196945;996;07/09/2021;;Changement de statut;archivé
60206154;900;17/07/1997;;Statut actif;statut actif
60216725;996;15/03/2018;;Changement de statut;archivé
60224437;996;18/05/2021;;Changement de statut;archivé
60231339;996;10/08/2020;;Changement de statut;archivé
60232074;900;16/12/1997;;Statut actif;statut actif
60237790;996;19/01/2021;;Changement de statut;archivé
60240181;900;16/12/1997;;Statut actif;statut actif
60246750;900;10/01/1989;;Statut actif;statut actif
60247432;995;09/07/2015;;Changement de statut;actif
60247432;992;18/12/2014;;Changement de statut;suspension
60250567;996;21/12/2021;;Changement de statut;archivé
60252340;996;15/06/2022;;Changement de statut;archivé
60260497;998;19/05/2011;;Changement de procédure;changement de procédure
60260910;998;28/02/2017;;Changement de procédure;changement de procédure
60262879;996;17/05/2018;;Changement de statut;archivé
60264830;996;14/12/2021;;Changement de statut;archivé
60270114;900;30/07/1985;;Statut actif;statut actif
60270395;996;06/11/2020;;Changement de statut;archivé
60271045;998;07/12/2017;;Changement de procédure;changement de procédure
60271045;900;27/09/1982;;Statut actif;statut actif
60271248;900;29/10/1986;;Statut actif;statut actif
60273765;996;14/06/2021;;Changement de statut;archivé
60281210;998;03/02/2023;;Changement de procédure;changement de procédure
60288137;996;03/11/2020;;Changement de statut;archivé
60288817;996;08/12/2020;;Changement de statut;archivé
60290800;900;22/10/1986;;Statut actif;statut actif
60291795;900;14/03/1996;;Statut actif;statut actif
60292267;992;26/08/2020;;Changement de statut;suspension
60292349;995;13/03/1991;;Changement de statut;actif
60292349;992;27/10/1990;;Changement de statut;suspension
60293846;900;04/06/1992;;Statut actif;statut actif
60295046;900;04/06/1992;;Statut actif;statut actif
60298028;900;05/01/1996;;Statut actif;statut actif
60303404;996;16/06/2022;;Changement de statut;archivé
60304050;900;16/12/1997;;Statut actif;statut actif
60307242;996;01/03/2021;;Changement de statut;archivé
60307242;900;01/04/1997;;Statut actif;statut actif
60308369;996;14/06/2021;;Changement de statut;archivé
60311803;996;15/10/2021;;Changement de statut;archivé
60322461;995;26/10/2017;;Changement de statut;actif
60322461;992;04/08/2017;;Changement de statut;suspension
60322461;992;03/05/2017;;Changement de statut;suspension
60323969;998;30/06/2011;;Changement de procédure;changement de procédure
60324658;900;11/12/1992;;Statut actif;statut actif
60327056;996;23/06/2021;;Changement de statut;archivé
60327266;996;17/03/2022;;Changement de statut;archivé
60331738;996;03/01/2023;;Changement de statut;archivé
60349711;900;02/06/1997;;Statut actif;statut actif
60351986;900;22/10/1986;;Statut actif;statut actif
60353108;900;15/09/1999;;Statut actif;statut actif
60355027;996;23/03/2021;;Changement de statut;archivé
60355027;900;23/12/1996;;Statut actif;statut actif
60361959;996;10/09/2020;;Changement de statut;archivé
60368099;900;23/12/1997;;Statut actif;statut actif
60374821;900;15/11/1994;;Statut actif;statut actif
60379544;900;25/11/1991;;Statut actif;statut actif
60389531;996;18/04/2021;;Changement de statut;archivé
60394998;996;15/11/2021;;Changement de statut;archivé
60406938;996;16/09/2022;;Changement de statut;archivé
60408405;900;07/04/1999;;Statut actif;statut actif
60411052;996;15/03/2018;;Changement de statut;archivé
60415442;996;02/11/2020;;Changement de statut;archivé
60423791;900;27/12/1996;;Statut actif;statut actif
60427989;996;22/04/2022;;Changement de statut;archivé
60438793;900;12/09/1996;;Statut actif;statut actif
60443192;900;13/12/1989;;Statut actif;statut actif
60445784;998;04/03/2013;;Changement de procédure;changement de procédure
60446911;900;03/09/1997;;Statut actif;statut actif
60453083;900;02/09/1992;;Statut actif;statut actif
60455789;996;21/12/2021;;Changement de statut;archivé
60456535;900;20/05/1992;;Statut actif;statut actif
60461984;996;30/10/2020;;Changement de statut;archivé
60461984;900;10/12/1997;;Statut actif;statut actif
60462328;998;19/03/2014;;Changement de procédure;changement de procédure
60470798;900;03/02/1998;;Statut actif;statut actif
60473812;996;09/11/2022;;Changement de statut;archivé
60476630;996;06/01/2020;;Changement de statut;archivé
60476979;900;20/06/1986;;Statut actif;statut actif
60484221;998;02/07/2020;;Changement de procédure;changement de procédure
60485953;900;06/05/1988;;Statut actif;statut actif
60485985;996;06/07/2018;;Changement de statut;archivé
60486279;996;05/12/2022;;Changement de statut;archivé
60490256;998;22/09/2022;;Changement de procédure;changement de procédure
60492702;900;13/11/1991;;Statut actif;statut actif
60497140;996;23/11/2021;;Changement de statut;archivé
60507271;995;26/10/2017;;Changement de statut;actif
60507271;992;04/08/2017;;Changement de statut;suspension
60507271;992;03/05/2017;;Changement de statut;suspension
60508430;900;11/02/1997;;Statut actif;statut actif
60517707;900;10/09/1992;;Statut actif;statut actif
60518136;998;01/03/2016;;Changement de procédure;changement de procédure
60518378;996;22/07/2020;;Changement de statut;archivé
60524573;995;06/01/2012;;Changement de statut;actif
60524573;996;07/12/2011;;Changement de statut;archivé
60524573;900;05/03/1998;;Statut actif;statut actif
60529816;992;25/03/2020;;Changement de statut;suspension
60535623;900;23/12/1996;;Statut actif;statut actif
60536383;996;22/06/2020;;Changement de statut;archivé
60542703;900;06/04/1998;;Statut actif;statut actif
60545343;900;11/01/2019;;Statut actif;statut actif
60546502;900;25/11/1991;;Statut actif;statut actif
60549797;998;25/10/2012;;Changement de procédure;changement de procédure
60550568;998;04/06/2015;;Changement de procédure;changement de procédure
60552925;996;06/11/2020;;Changement de statut;archivé
60561269;995;16/10/2020;;Changement de statut;actif
60561269;996;18/06/2020;;Changement de statut;archivé
60565730;996;03/11/2020;;Changement de statut;archivé
60568559;996;19/05/2020;;Changement de statut;archivé
60576634;900;02/05/1997;;Statut actif;statut actif
60578560;900;29/08/1990;;Statut actif;statut actif
60578852;900;05/11/2001;;Statut actif;statut actif
60581115;996;09/11/2022;;Changement de statut;archivé
60582092;995;27/12/2016;;Changement de statut;actif
60582092;992;22/09/2016;;Changement de statut;suspension
60582092;992;19/07/2016;;Changement de statut;suspension
60582092;995;14/10/2015;;Changement de statut;actif
60582092;992;18/12/2014;;Changement de statut;suspension
60588106;996;12/01/2021;;Changement de statut;archivé
60600074;900;29/04/2011;;Statut actif;statut actif
60601728;996;05/12/2019;;Changement de statut;archivé
60613157;900;14/01/1998;;Statut actif;statut actif
60614889;900;05/04/1989;;Statut actif;statut actif
60616751;998;06/06/2018;;Changement de procédure;changement de procédure
60622868;900;03/07/1989;;Statut actif;statut actif
60625647;900;19/10/1989;;Statut actif;statut actif
60627235;900;07/08/1997;;Statut actif;statut actif
60632638;996;31/08/2022;;Changement de statut;archivé
60632638;900;04/12/1997;;Statut actif;statut actif
60635449;900;01/04/1996;;Statut actif;statut actif
60639248;900;06/11/1996;;Statut actif;statut actif
60641690;996;04/06/2021;;Changement de statut;archivé
60641690;996;11/07/2019;;Changement de statut;archivé
60649986;996;25/10/2021;;Changement de statut;archivé
60650789;900;22/07/1982;;Statut actif;statut actif
60651567;995;16/02/2016;;Changement de statut;actif
60651567;992;18/12/2014;;Changement de statut;suspension
60656596;900;02/05/1997;;Statut actif;statut actif
60658693;996;15/07/2022;;Changement de statut;archivé
60660616;996;12/04/2022;;Changement de statut;archivé
60662695;995;24/07/2015;;Changement de statut;actif
60662695;992;18/12/2014;;Changement de statut;suspension
60680832;900;14/02/2006;;Statut actif;statut actif
60691750;996;19/10/2021;;Changement de statut;archivé
60691768;996;14/10/2020;;Changement de statut;archivé
60693694;996;26/08/2019;;Changement de statut;archivé
60695745;996;17/02/2022;;Changement de statut;archivé
60695745;900;31/12/1997;;Statut actif;statut actif
60703220;900;27/11/2020;;Statut actif;statut actif
60703487;998;08/09/2011;;Changement de procédure;changement de procédure
60703829;992;08/09/2022;;Changement de statut;suspension
60710275;996;12/04/2021;;Changement de statut;archivé
60711128;900;20/10/1995;;Statut actif;statut actif
60712956;995;31/01/2017;;Changement de statut;actif
60712956;992;22/09/2016;;Changement de statut;suspension
60712956;992;19/07/2016;;Changement de statut;suspension
60712956;995;06/10/2015;;Changement de statut;actif
60712956;992;18/12/2014;;Changement de statut;suspension
60717355;996;17/09/2021;;Changement de statut;archivé
60720561;900;07/04/1995;;Statut actif;statut actif
60727189;996;08/03/2022;;Changement de statut;archivé
60728775;996;06/02/2020;;Changement de statut;archivé
60730064;996;11/08/2021;;Changement de statut;archivé
60736188;998;12/06/2007;;Changement de procédure;changement de procédure
60739234;996;25/03/2021;;Changement de statut;archivé
60742935;996;13/05/2019;;Changement de statut;archivé
60742935;900;08/03/1993;;Statut actif;statut actif
60743994;998;28/04/2011;;Changement de procédure;changement de procédure
60744612;900;10/12/1997;;Statut actif;statut actif
60747996;998;15/04/2015;;Changement de procédure;changement de procédure
60748062;998;17/02/2011;;Changement de procédure;changement de procédure
60755562;998;02/06/2017;;Changement de procédure;changement de procédure
60756034;996;07/11/2022;;Changement de statut;archivé
60756600;900;28/05/1996;;Statut actif;statut actif
60762795;900;26/11/1997;;Statut actif;statut actif
60763655;996;06/05/2021;;Changement de statut;archivé
60764337;998;16/12/2009;;Changement de procédure;changement de procédure
60774947;996;06/02/2020;;Changement de statut;archivé
60781361;996;30/03/2021;;Changement de statut;archivé
60782303;998;02/06/2017;;Changement de procédure;changement de procédure
60782552;996;20/12/2021;;Changement de statut;archivé
60784674;900;07/04/2011;;Statut actif;statut actif
60786337;996;12/06/2021;;Changement de statut;archivé
60786337;996;14/04/2020;;Changement de statut;archivé
60789276;996;30/06/2020;;Changement de statut;archivé
60791672;998;16/01/2008;;Changement de procédure;changement de procédure
60798567;900;14/06/1996;;Statut actif;statut actif
60803822;996;13/10/2020;;Changement de statut;archivé
60805307;995;16/02/2016;;Changement de statut;actif
60805307;992;18/12/2014;;Changement de statut;suspension
60805638;900;30/12/1997;;Statut actif;statut actif
60811833;900;30/10/1996;;Statut actif;statut actif
60832521;900;05/12/1997;;Statut actif;statut actif
60832749;996;14/06/2021;;Changement de statut;archivé
60840614;900;17/12/1996;;Statut actif;statut actif
60845223;900;09/10/1996;;Statut actif;statut actif
60848479;996;22/02/2021;;Changement de statut;archivé
60852004;998;09/01/2012;;Changement de procédure;changement de procédure
60852495;900;20/06/1986;;Statut actif;statut actif
60855566;996;19/01/2022;;Changement de statut;archivé
60862443;900;22/04/1987;;Statut actif;statut actif
60877502;900;29/03/1999;;Statut actif;statut actif
60890841;996;03/11/2020;;Changement de statut;archivé
60894334;900;09/02/1998;;Statut actif;statut actif
60895831;998;30/04/2007;;Changement de procédure;changement de procédure
60896424;996;06/01/2021;;Changement de statut;archivé
60897889;995;31/05/2017;;Changement de statut;actif
60897889;992;20/11/2015;;Changement de statut;suspension
60900520;992;03/10/2022;;Changement de statut;suspension
60911036;900;12/08/1996;;Statut actif;statut actif
60914025;998;06/06/2018;;Changement de procédure;changement de procédure
60914559;900;28/03/1995;;Statut actif;statut actif
60916357;900;06/04/1998;;Statut actif;statut actif
60928936;900;18/11/1997;;Statut actif;statut actif
60929447;900;12/08/1982;;Statut actif;statut actif
60935279;998;08/09/2005;;Changement de procédure;changement de procédure
60937287;998;01/12/2005;;Changement de procédure;changement de procédure
60940333;900;23/08/1995;;Statut actif;statut actif
60940721;900;13/08/1997;;Statut actif;statut actif
60941894;900;26/05/1997;;Statut actif;statut actif
60945191;900;17/12/2015;;Statut actif;statut actif
60945259;900;06/12/1995;;Statut actif;statut actif
60954219;996;31/12/2022;;Changement de statut;archivé
60955100;996;19/10/2020;;Changement de statut;archivé
60957471;900;08/12/1997;;Statut actif;statut actif
60962707;996;20/12/2021;;Changement de statut;archivé
60968585;996;19/12/2022;;Changement de statut;archivé
60975672;900;29/11/1990;;Statut actif;statut actif
60978355;900;02/11/1982;;Statut actif;statut actif
60982072;996;21/12/2021;;Changement de statut;archivé
60985314;996;18/10/2019;;Changement de statut;archivé
60985314;900;07/02/1992;;Statut actif;statut actif
60988157;900;01/07/1991;;Statut actif;statut actif
60988883;900;17/10/1996;;Statut actif;statut actif
60989800;996;15/09/2020;;Changement de statut;archivé
60996766;900;25/11/1996;;Statut actif;statut actif
60997900;900;02/06/1997;;Statut actif;statut actif
61000495;900;23/08/1995;;Statut actif;statut actif
61003712;996;12/02/2020;;Changement de statut;archivé
61004636;996;31/07/2021;;Changement de statut;archivé
61009850;900;15/02/1991;;Statut actif;statut actif
61009918;900;03/03/1995;;Statut actif;statut actif
61016624;900;05/12/1997;;Statut actif;statut actif
61022591;998;17/12/2008;;Changement de procédure;changement de procédure
61026771;900;22/08/1990;;Statut actif;statut actif
61037294;900;16/09/1996;;Statut actif;statut actif
61043653;998;20/05/2009;;Changement de procédure;changement de procédure
61049439;996;06/11/2020;;Changement de statut;archivé
61051162;900;18/09/1997;;Statut actif;statut actif
61051785;996;19/12/2022;;Changement de statut;archivé
61054685;900;30/03/2012;;Statut actif;statut actif
61061605;996;28/05/2021;;Changement de statut;archivé
61072758;900;10/01/1989;;Statut actif;statut actif
61078992;998;12/12/2006;;Changement de procédure;changement de procédure
61081853;996;02/04/2019;;Changement de statut;archivé
61086964;900;26/06/2019;;Statut actif;statut actif
61090998;996;07/09/2021;;Changement de statut;archivé
61091986;900;20/06/1997;;Statut actif;statut actif
61100093;900;20/06/1986;;Statut actif;statut actif
61105215;996;01/01/2019;;Changement de statut;archivé
61106121;900;04/08/1998;;Statut actif;statut actif
61128477;996;19/12/2022;;Changement de statut;archivé
61133823;996;24/04/2020;;Changement de statut;archivé
61145900;996;08/07/2020;;Changement de statut;archivé
61155773;998;07/10/2016;;Changement de procédure;changement de procédure
61155773;900;22/03/1983;;Statut actif;statut actif
61162294;900;16/08/1988;;Statut actif;statut actif
61162305;996;12/09/2022;;Changement de statut;archivé
61162942;900;08/01/1996;;Statut actif;statut actif
61166549;998;25/10/2012;;Changement de procédure;changement de procédure
61168404;900;03/09/1997;;Statut actif;statut actif
61173013;998;15/04/2015;;Changement de procédure;changement de procédure
61189195;998;29/09/2006;;Changement de procédure;changement de procédure
61191716;900;26/01/1998;;Statut actif;statut actif
61202365;996;20/04/2021;;Changement de statut;archivé
61202365;900;21/08/1991;;Statut actif;statut actif
61204836;900;05/06/1990;;Statut actif;statut actif
61209018;996;18/01/2023;;Changement de statut;archivé
61212594;996;01/06/2022;;Changement de statut;archivé
61212594;900;22/04/1996;;Statut actif;statut actif
61217812;998;21/04/2008;;Changement de procédure;changement de procédure
61226633;996;25/02/2022;;Changement de statut;archivé
61231388;900;30/09/1992;;Statut actif;statut actif
61232102;900;12/08/1996;;Statut actif;statut actif
61232547;996;10/06/2021;;Changement de statut;archivé
61233930;996;08/10/2021;;Changement de statut;archivé
61235109;900;25/09/1995;;Statut actif;statut actif
61237035;900;31/07/1996;;Statut actif;statut actif
61243216;900;11/09/1995;;Statut actif;statut actif
61247741;900;16/12/1997;;Statut actif;statut actif
61247741;996;24/12/1996;;Changement de statut;archivé
61249190;900;03/10/1996;;Statut actif;statut actif
61252667;900;17/06/1987;;Statut actif;statut actif
61258104;996;28/09/2020;;Changement de statut;archivé
61258225;998;24/05/2019;;Changement de procédure;changement de procédure
61264153;900;22/07/1992;;Statut actif;statut actif
61266250;900;12/03/1998;;Statut actif;statut actif
61268098;996;09/11/2022;;Changement de statut;archivé
61269645;900;30/03/1989;;Statut actif;statut actif
61272488;998;02/04/2010;;Changement de procédure;changement de procédure
61273202;996;28/10/2020;;Changement de statut;archivé
61273202;900;12/09/1991;;Statut actif;statut actif
61276643;996;22/02/2021;;Changement de statut;archivé
61285788;996;29/11/2022;;Changement de statut;archivé
61285788;900;25/11/1991;;Statut actif;statut actif
61291531;900;21/01/1998;;Statut actif;statut actif
61296838;996;09/11/2022;;Changement de statut;archivé
61305746;996;16/11/2021;;Changement de statut;archivé
61308525;900;17/04/1991;;Statut actif;statut actif
61312160;996;06/02/2020;;Changement de statut;archivé
61315306;998;30/06/2011;;Changement de procédure;changement de procédure
61320545;996;26/01/2022;;Changement de statut;archivé
61324091;998;04/09/2006;;Changement de procédure;changement de procédure
61329220;900;26/10/1995;;Statut actif;statut actif
61330596;900;31/12/1997;;Statut actif;statut actif
61331730;900;03/02/1995;;Statut actif;statut actif
61332857;900;03/09/1997;;Statut actif;statut actif
61333521;998;12/01/2021;;Changement de procédure;changement de procédure
61333521;900;08/02/1982;;Statut actif;statut actif
61339620;996;02/10/2020;;Changement de statut;archivé
61342591;996;08/02/2021;;Changement de statut;archivé
61342890;996;02/12/2021;;Changement de statut;archivé
61342890;995;21/10/2015;;Changement de statut;actif
61342890;992;18/12/2014;;Changement de statut;suspension
61359427;900;17/01/2020;;Statut actif;statut actif
61360073;900;02/06/1997;;Statut actif;statut actif
61360123;996;09/07/2022;;Changement de statut;archivé
61368020;900;28/10/1993;;Statut actif;statut actif
61375837;996;23/06/2021;;Changement de statut;archivé
61378655;900;09/03/2017;;Statut actif;statut actif
61380058;996;20/01/2022;;Changement de statut;archivé
61380058;900;18/12/1997;;Statut actif;statut actif
61381943;995;10/02/2010;;Changement de statut;actif
61381943;992;12/01/2010;;Changement de statut;suspension
61383855;900;30/09/1992;;Statut actif;statut actif
61386381;900;21/03/1983;;Statut actif;statut actif
61386709;996;26/07/2018;;Changement de statut;archivé
61391268;900;30/12/1991;;Statut actif;statut actif
61397901;900;08/04/1991;;Statut actif;statut actif
61400094;900;17/11/1997;;Statut actif;statut actif
61402227;996;05/10/2020;;Changement de statut;archivé
61403425;998;17/11/2011;;Changement de procédure;changement de procédure
61404858;900;24/01/1996;;Statut actif;statut actif
61405134;900;12/09/1991;;Statut actif;statut actif
61406236;900;07/04/2011;;Statut actif;statut actif
61407060;996;19/12/2022;;Changement de statut;archivé
61411685;998;16/01/2008;;Changement de procédure;changement de procédure
61412919;996;25/11/2022;;Changement de statut;archivé
61421786;900;25/11/1991;;Statut actif;statut actif
61429046;900;02/07/1996;;Statut actif;statut actif
61438732;900;21/08/1991;;Statut actif;statut actif
61446889;996;23/06/2021;;Changement de statut;archivé
61448203;900;29/11/1996;;Statut actif;statut actif
61458788;996;08/07/2022;;Changement de statut;archivé
61459178;900;06/12/1995;;Statut actif;statut actif
61460248;996;10/07/2021;;Changement de statut;archivé
61465932;996;01/12/2020;;Changement de statut;archivé
61467730;900;30/11/1992;;Statut actif;statut actif
61475588;900;10/11/1989;;Statut actif;statut actif
61476925;998;25/08/2015;;Changement de procédure;changement de procédure
61477564;996;11/05/2022;;Changement de statut;archivé
61480724;996;11/02/2021;;Changement de statut;archivé
61482903;996;02/07/2021;;Changement de statut;archivé
61490049;998;16/06/2017;;Changement de procédure;changement de procédure
61490049;900;16/09/1986;;Statut actif;statut actif
61496251;900;01/12/1986;;Statut actif;statut actif
61500529;996;02/12/2021;;Changement de statut;archivé
61500746;900;18/11/1997;;Statut actif;statut actif
61501816;996;17/03/2022;;Changement de statut;archivé
61501816;900;04/12/1997;;Statut actif;statut actif
61502971;998;17/06/2008;;Changement de procédure;changement de procédure
61505095;998;16/06/2017;;Changement de procédure;changement de procédure
61510352;900;06/12/1990;;Statut actif;statut actif
61513124;996;23/12/2019;;Changement de statut;archivé
61515189;996;09/11/2022;;Changement de statut;archivé
61517592;900;30/12/1997;;Statut actif;statut actif
61519586;900;16/08/1988;;Statut actif;statut actif
61520834;996;01/06/2021;;Changement de statut;archivé
61520834;900;31/12/1997;;Statut actif;statut actif
61521103;900;07/01/1997;;Statut actif;statut actif
61522753;900;31/12/1997;;Statut actif;statut actif
61527857;998;06/02/2013;;Changement de procédure;changement de procédure
61541821;996;08/10/2021;;Changement de statut;archivé
61541821;992;17/02/2021;;Changement de statut;suspension
61547571;900;28/10/1987;;Statut actif;statut actif
61548837;900;17/12/1997;;Statut actif;statut actif
61551064;900;02/05/1997;;Statut actif;statut actif
61556531;996;02/03/2021;;Changement de statut;archivé
61561635;900;02/12/1991;;Statut actif;statut actif
61564097;900;23/12/1996;;Statut actif;statut actif
61568462;998;30/11/2012;;Changement de procédure;changement de procédure
61572941;900;29/07/1985;;Statut actif;statut actif
61574294;996;28/03/2022;;Changement de statut;archivé
61580888;996;21/06/2022;;Changement de statut;archivé
61587466;996;20/07/2021;;Changement de statut;archivé
61587466;996;06/02/2020;;Changement de statut;archivé
61587822;900;31/12/1990;;Statut actif;statut actif
61598530;900;01/10/1990;;Statut actif;statut actif
61601542;900;04/03/1998;;Statut actif;statut actif
61605665;900;30/12/1991;;Statut actif;statut actif
61606614;900;26/08/2003;;Statut actif;statut actif
61609158;996;16/02/2022;;Changement de statut;archivé
61615435;900;16/12/2011;;Statut actif;statut actif
61621580;996;29/12/2021;;Changement de statut;archivé
61624263;996;01/06/2019;;Changement de statut;archivé
61644230;900;29/09/1997;;Statut actif;statut actif
61645058;998;07/12/2017;;Changement de procédure;changement de procédure
61645058;900;27/09/1984;;Statut actif;statut actif
61651634;900;18/12/1990;;Statut actif;statut actif
61654491;998;15/04/2009;;Changement de procédure;changement de procédure
61674405;996;01/09/2021;;Changement de statut;archivé
61675902;900;23/08/1995;;Statut actif;statut actif
61676413;996;19/01/2021;;Changement de statut;archivé
61683272;995;06/10/2015;;Changement de statut;actif
61683272;992;05/02/2015;;Changement de statut;suspension
61684869;998;21/04/2010;;Changement de procédure;changement de procédure
61685323;900;05/01/1996;;Statut actif;statut actif
61693409;996;15/09/2020;;Changement de statut;archivé
61697400;998;16/06/2017;;Changement de procédure;changement de procédure
61697400;900;16/09/1986;;Statut actif;statut actif
61697763;996;29/10/2019;;Changement de statut;archivé
61703935;996;07/09/2020;;Changement de statut;archivé
61704193;996;01/11/2022;;Changement de statut;archivé
61707595;998;28/05/2015;;Changement de procédure;changement de procédure
61709621;996;09/09/2021;;Changement de statut;archivé
61710919;998;25/05/2020;;Changement de procédure;changement de procédure
61713388;996;17/10/2022;;Changement de statut;archivé
61713477;900;27/09/1990;;Statut actif;statut actif
61722191;900;22/07/1982;;Statut actif;statut actif
61724146;996;21/01/2019;;Changement de statut;archivé
61729093;900;03/02/1997;;Statut actif;statut actif
61732488;900;18/12/1997;;Statut actif;statut actif
61738808;996;16/06/2022;;Changement de statut;archivé
61747892;996;15/10/2021;;Changement de statut;archivé
61748827;996;22/06/2020;;Changement de statut;archivé
61750511;900;12/12/1997;;Statut actif;statut actif
61751079;900;06/12/1995;;Statut actif;statut actif
61765417;996;08/10/2021;;Changement de statut;archivé
61765417;992;17/02/2021;;Changement de statut;suspension
61766832;996;14/11/2021;;Changement de statut;archivé
61768776;996;06/12/2021;;Changement de statut;archivé
61774341;900;31/03/1992;;Statut actif;statut actif
61777782;900;13/09/1995;;Statut actif;statut actif
61784054;996;18/05/2021;;Changement de statut;archivé
61785131;996;08/04/2022;;Changement de statut;archivé
61786112;900;21/09/1998;;Statut actif;statut actif
61801023;998;07/12/2017;;Changement de procédure;changement de procédure
61801023;900;27/09/1984;;Statut actif;statut actif
61801799;996;28/07/2020;;Changement de statut;archivé
61817860;995;24/01/1995;;Changement de statut;actif
61817860;900;24/01/1995;;Statut actif;statut actif
61817860;992;23/06/1992;;Changement de statut;suspension
61823226;996;01/02/2022;;Changement de statut;archivé
61823653;998;09/07/2010;;Changement de procédure;changement de procédure
61829364;996;06/01/2020;;Changement de statut;archivé
61832054;995;10/02/2010;;Changement de statut;actif
61832054;992;12/01/2010;;Changement de statut;suspension
61836202;996;17/12/2021;;Changement de statut;archivé
61837197;996;23/10/2020;;Changement de statut;archivé
61838744;996;21/12/2020;;Changement de statut;archivé
61838819;996;06/01/2020;;Changement de statut;archivé
61848140;900;31/12/1997;;Statut actif;statut actif
61848891;900;16/12/1997;;Statut actif;statut actif
61851777;998;06/07/2006;;Changement de procédure;changement de procédure
61851777;900;24/06/1996;;Statut actif;statut actif
61855722;900;31/12/1997;;Statut actif;statut actif
61875867;996;15/11/2018;;Changement de statut;archivé
61876410;900;12/01/1994;;Statut actif;statut actif
61878361;900;06/08/1996;;Statut actif;statut actif
61881699;998;28/05/2015;;Changement de procédure;changement de procédure
61883472;900;17/04/1991;;Statut actif;statut actif
61889112;996;17/11/2022;;Changement de statut;archivé
61889660;900;05/08/1996;;Statut actif;statut actif
61890004;900;10/12/1997;;Statut actif;statut actif
61893438;995;24/07/2015;;Changement de statut;actif
61893438;992;18/12/2014;;Changement de statut;suspension
61896473;998;12/06/2013;;Changement de procédure;changement de procédure
61896498;996;09/03/2021;;Changement de statut;archivé
61898734;900;11/02/1992;;Statut actif;statut actif
61908153;996;30/06/2020;;Changement de statut;archivé
61912155;998;14/05/2020;;Changement de procédure;changement de procédure
61917063;900;20/02/1989;;Statut actif;statut actif
61921510;900;01/09/1983;;Statut actif;statut actif
61924481;900;30/04/1990;;Statut actif;statut actif
61926144;996;10/08/2021;;Changement de statut;archivé
61926913;900;21/03/1983;;Statut actif;statut actif
61937233;998;02/06/2017;;Changement de procédure;changement de procédure
61938997;900;07/09/1995;;Statut actif;statut actif
61939921;998;05/06/2013;;Changement de procédure;changement de procédure
61941057;998;19/05/2006;;Changement de procédure;changement de procédure
